id,imageId,question,gold_answer,cclm_answer,xgqa_type,fullAnswer
2044638,n184551,Are there any men or women that are happy?,yes,yes,logical,"Yes, the woman is happy."
2044674,n184551,Is the woman still and sad?,no,no,logical,"No, the woman is still but happy."
2044703,n184551,Do you see any women near the still man?,yes,yes,verify,"Yes, there is a woman near the man."
2044712,n184551,Who holds the umbrella the man under of?,woman,lady,query,The woman holds the umbrella.
2044716,n184551,What does the woman hold?,umbrella,umbrella,query,The woman holds the umbrella.
2044774,n184551,The open umbrella is of what color?,blue,black,query,The umbrella is blue.
2044837,n184551,Are the jeans long and black?,no,no,logical,"No, the jeans are long but blue."
2044861,n184551,Is the bag that is to the right of the man blue and rectangular?,yes,no,logical,"Yes, the bag is blue and rectangular."
2044903,n184551,Is the bag to the left or to the right of the person covered by the umbrella?,right,left,choose,The bag is to the right of the man.
2046245,n71728,Is the table made of the same material as the bench?,yes,yes,compare,"Yes, both the table and the bench are made of wood."
2046274,n71728,"What is the man that is to the left of the boy leaning on, a table or a bookcase?",table,table,choose,The man is leaning on a table.
2046276,n71728,Is the old man to the left of the boy leaning on a nightstand?,no,no,verify,"No, the man is leaning on a table."
2046311,n71728,Is the man that is to the left of the bowl thin and young?,no,no,logical,"No, the man is thin but old."
2046314,n71728,How fat is the man the bowl is to the right of?,thin,fat,query,The man is thin.
2046332,n71728,"What piece of furniture is the man that is to the left of the bowl leaning on, a table or a couch?",table,table,choose,The man is leaning on a table.
2046334,n71728,Is the man to the left of the bowl leaning on a couch?,no,no,verify,"No, the man is leaning on the table."
2046358,n71728,How tall is the person that is not old?,short,tall,query,The boy is short.
2046416,n71728,Is the young person to the right or to the left of the man the woman is sitting beside?,right,left,choose,The boy is to the right of the man.
2046418,n71728,Who sits beside the woman?,boy,man,query,The boy sits beside the woman.
2046420,n71728,Who do you think does the young person sit beside?,woman,man,query,The boy sits beside the woman.
2046421,n71728,Who does the boy sit beside?,woman,woman,query,The boy sits beside the woman.
2046432,n71728,Is the man to the right of the woman both old and happy?,yes,yes,logical,"Yes, the man is old and happy."
2046438,n71728,How old is the happy man?,old,old,query,The man is old.
2046473,n71728,Is the happy man to the left or to the right of the woman in the center?,right,left,choose,The man is to the right of the woman.
2046480,n71728,Is the happy man to the right or to the left of the bench?,right,left,choose,The man is to the right of the bench.
2046482,n71728,Who is sitting beside the person that is young?,man,woman,query,The man is sitting beside the boy.
2046483,n71728,Who is sitting beside the boy?,man,woman,query,The man is sitting beside the boy.
2046485,n71728,The man that is not sad is sitting beside who?,boy,woman,query,The man is sitting beside the boy.
2046513,n71728,What item of furniture is made of wood?,table,table,query,The piece of furniture is a table.
2046516,n71728,What item of furniture is oblong?,table,table,query,The piece of furniture is a table.
2046530,n71728,Is there a woman in this picture?,yes,yes,verify,"Yes, there is a woman."
2046539,n71728,Are there women that are not young?,yes,yes,verify,"Yes, there is a old woman."
2046563,n71728,Is the woman to the left of the boy old and short?,yes,no,logical,"Yes, the woman is old and short."
2046588,n71728,Is the woman to the left or to the right of the man in the middle of the picture?,right,left,choose,The woman is to the right of the man.
2046594,n71728,Is the woman to the left of the man on the left?,no,no,verify,"No, the woman is to the right of the man."
2046595,n71728,Is the woman to the right or to the left of the man on the left side?,right,right,choose,The woman is to the right of the man.
2046605,n71728,Is the woman to the left or to the right of the man on the right?,left,left,choose,The woman is to the left of the man.
2046625,n71728,Is the glass small?,yes,no,verify,"Yes, the glass is small."
2046643,n71728,What is sitting on the table made of wood?,glass,glass,query,The glass is sitting on the table.
2046644,n71728,What is sitting on the table?,glass,glass,query,The glass is sitting on the table.
2046656,n71728,Is the bowl to the right of the bench square and smooth?,no,no,logical,"No, the bowl is smooth but round."
2046678,n71728,Is the round bowl to the left or to the right of the man on the left?,right,right,choose,The bowl is to the right of the man.
2046684,n71728,Are there any benches or bandages?,yes,no,logical,"Yes, there is a bench."
2046712,n71728,On which side of the picture is the long bench?,left,left,query,The bench is on the left of the image.
2053501,n146555,Is the motorcycle made of the same material as the streetlight?,yes,no,compare,"Yes, both the motorcycle and the streetlight are made of metal."
2053505,n146555,Are the post and the motorbike made of the same material?,no,no,compare,"No, the post is made of wood and the motorbike is made of metal."
2053509,n146555,Is the bottle made of the same material as the motorcycle?,no,no,compare,"No, the bottle is made of plastic and the motorcycle is made of metal."
2053511,n146555,Is the bottle made of the same material as the post?,no,no,compare,"No, the bottle is made of plastic and the post is made of wood."
2053521,n146555,Does that crowd look abundant?,yes,yes,verify,"Yes, the crowd is abundant."
2053524,n146555,Are there any buses or cars?,no,no,logical,"No, there are no cars or buses."
2053532,n146555,What hangs above the crowd?,street light,flag,query,The light post hangs above the crowd.
2053533,n146555,Who does the light post made of metal hang above?,crowd,man,query,The streetlight hangs above the crowd.
2053547,n146555,Are there any bottles in the image that are not made of glass?,yes,yes,verify,"Yes, there is a bottle that is made of plastic."
2053559,n146555,Which side is the plastic bottle on?,right,left,query,The bottle is on the right of the image.
2053569,n146555,Is plastic used to make the bottle to the right of the cow?,yes,yes,verify,"Yes, the bottle is made of plastic."
2053572,n146555,What is the bottle made of?,plastic,plastic,query,The bottle is made of plastic.
2053586,n146555,Is the plastic bottle to the right of a cow?,yes,yes,verify,"Yes, the bottle is to the right of a cow."
2053593,n146555,Is the street dirty and paved?,yes,yes,logical,"Yes, the street is dirty and paved."
2053598,n146555,How clean is the street?,dirty,dirty,query,The street is dirty.
2053640,n146555,What is the name of the large animal?,cow,cow,query,The animal is a cow.
2053690,n146555,Is the cow small and still?,no,no,logical,"No, the cow is still but large."
2053705,n146555,Does the animal that is not little appear to be lying?,yes,yes,verify,"Yes, the cow is lying."
2053748,n146555,Which kind of animal is to the left of the bottle?,cow,cow,query,The animal is a cow.
2053761,n146555,Who is the large cow watching?,crowd,man,query,The cow is watching the crowd.
2053763,n146555,Who is the cow watching?,crowd,man,query,The cow is watching the crowd.
2053782,n146555,What is the sidewalk made of?,concrete,concrete,query,The sidewalk is made of concrete.
2053786,n146555,Does the concrete sidewalk look rough and paved?,yes,no,logical,"Yes, the sidewalk is rough and paved."
2053834,n146555,What is the person that is standing leaning against?,buildings,store,query,The man is leaning against the buildings.
2053835,n146555,What is the man leaning against?,buildings,bike,query,The man is leaning against the buildings.
2053841,n146555,Who is the person that is standing watching?,crowd,man,query,The man is watching the crowd.
2053843,n146555,Who is the man watching?,crowd,man,query,The man is watching the crowd.
2053851,n146555,Is the person that is standing wearing glasses?,no,yes,verify,"No, the man is wearing jeans."
2053859,n146555,Are the stone buildings new and tall?,no,no,logical,"No, the buildings are tall but old."
2053901,n146555,Which color do you think the shirt is?,blue,white,query,The shirt is blue.
2053913,n146555,Does the shirt look short sleeved or long sleeved?,short sleeved,long sleeved,choose,The shirt is short sleeved.
2053915,n146555,Do you see any motorcycles or flags?,yes,yes,logical,"Yes, there is a motorcycle."
2058421,n497658,Do the door and the logo have the same color?,yes,yes,compare,"Yes, both the door and the logo are white."
2058428,n497658,Are there airplanes in this scene that are huge?,yes,yes,verify,"Yes, there is an airplane that is huge."
2058479,n497658,Is the sky cloudy and bright?,yes,yes,logical,"Yes, the sky is cloudy and bright."
2058488,n497658,Does the logo have small size and white color?,yes,no,logical,"Yes, the logo is small and white."
2058506,n497658,What color is the logo?,white,white,query,The logo is white.
2058513,n497658,Are there cars or windows?,yes,yes,logical,"Yes, there are windows."
2058536,n497658,Are the glass windows large or small?,small,large,choose,The windows are small.
2058558,n497658,Is the door white and open?,no,no,logical,"No, the door is white but closed."
2058583,n497658,Is the door closed or open?,closed,closed,choose,The door is closed.
2058588,n497658,Are the trees brown and high?,no,no,logical,"No, the trees are high but green."
2058595,n497658,Do the trees appear to be green?,yes,yes,verify,"Yes, the trees are green."
2065884,n356822,Is the girl to the right of the man happy and old?,no,no,logical,"No, the girl is happy but young."
2065903,n356822,What is the girl wearing?,sweater,glove,query,The girl is wearing a sweater.
2065922,n356822,Is the young girl to the right or to the left of the man that is wearing a jacket?,right,left,choose,The girl is to the right of the man.
2065938,n356822,Is the girl to the right or to the left of the boy?,left,left,choose,The girl is to the left of the boy.
2065946,n356822,On which side of the photo is the boy?,right,left,query,The boy is on the right of the image.
2065971,n356822,Is the boy to the right of the man happy and old?,no,no,logical,"No, the boy is happy but young."
2066007,n356822,Is the boy to the right or to the left of the person the man is sitting next to?,right,left,choose,The boy is to the right of the girl.
2066009,n356822,Who is the boy sitting next to?,girl,woman,query,The boy is sitting next to the girl.
2066010,n356822,Is the boy sitting next to the girl?,yes,yes,verify,"Yes, the boy is sitting next to the girl."
2066024,n356822,Is the boy to the left or to the right of the person on the left side?,right,right,choose,The boy is to the right of the man.
2066025,n356822,Who is holding the baseball mitt that is made of leather?,boy,girl,query,The boy is holding the baseball mitt.
2066026,n356822,Who is holding the baseball mitt?,boy,girl,query,The boy is holding the baseball mitt.
2066027,n356822,What is that boy holding?,baseball mitt,glove,query,The boy is holding the baseball mitt.
2066032,n356822,What is the boy that is to the right of the man wearing?,sweater,glove,query,The boy is wearing a sweater.
2066033,n356822,What is the boy wearing?,sweater,glove,query,The boy is wearing a sweater.
2066041,n356822,Which kind of clothing is made of leather?,baseball mitt,glove,query,The clothing is a baseball mitt.
2066045,n356822,What kind of clothing is brown?,baseball mitt,glove,query,The clothing is a baseball mitt.
2066046,n356822,What kind of clothing is brown?,baseball mitt,glove,query,The clothing is a baseball mitt.
2066047,n356822,"What type of clothing is brown, the sweater or the baseball mitt?",baseball mitt,sweater,choose,The baseball mitt is brown.
2066050,n356822,Which kind of clothing isn't brown?,sweater,glove,query,The clothing is a sweater.
2066069,n356822,On which side is the man?,left,left,query,The man is on the left of the image.
2066076,n356822,Is the man old?,yes,no,verify,"Yes, the man is old."
2066094,n356822,Is the person to the left of the girl happy and young?,no,yes,logical,"No, the man is happy but old."
2066119,n356822,Who is the old person sitting next to?,girl,girl,query,The man is sitting next to the girl.
2066120,n356822,Who is the man sitting beside?,girl,girl,query,The man is sitting next to the girl.
2066122,n356822,Is the old person sitting next to the girl?,yes,yes,verify,"Yes, the man is sitting next to the girl."
2066171,n356822,What is the name of the pink clothing item?,sweater,jacket,query,The clothing item is a sweater.
2066174,n356822,What clothing item is pink?,sweater,jacket,query,The clothing item is a sweater.
2066178,n356822,The sweater the girl is wearing is of what color?,pink,pink,query,The sweater is pink.
2066184,n356822,Which kind of clothing is white?,sweater,glove,query,The clothing is a sweater.
2066187,n356822,"Which kind of clothing is not white, the baseball mitt or the sweater?",baseball mitt,baseball mitt,choose,The baseball mitt is not white.
2066188,n356822,What is the piece of clothing that is not white called?,baseball mitt,glove,query,The clothing item is a baseball mitt.
2066189,n356822,Which kind of clothing is not white?,baseball mitt,glove,query,The clothing is a baseball mitt.
2066195,n356822,What is the long sleeved clothing item?,jacket,glove,query,The clothing item is a jacket.
2066197,n356822,Which kind of clothing is long sleeved?,jacket,glove,query,The clothing is a jacket.
2066199,n356822,"What type of clothing is not long sleeved, the jacket or the baseball mitt?",baseball mitt,jacket,choose,The baseball mitt is not long sleeved.
2066201,n356822,What kind of clothing is not long sleeved?,baseball mitt,glove,query,The clothing is a baseball mitt.
2066204,n356822,What kind of clothing is black?,jacket,jacket,query,The clothing is a jacket.
2066213,n356822,Is the jacket black and long sleeved?,yes,no,logical,"Yes, the jacket is black and long sleeved."
2072741,n498140,Do the building and the sign have a different colors?,no,yes,compare,"No, both the building and the sign are white."
2072747,n498140,What is common to the streetlight and the grill?,material,color,compare,"The material, both the streetlight and the grill are metallic."
2072748,n498140,Does the sign have the same color as the grill?,no,no,compare,"No, the grill is black and the sign is white."
2072761,n498140,Are there any mirrors or trays?,no,yes,logical,"No, there are no trays or mirrors."
2072766,n498140,Is the chimney high and clean?,no,no,logical,"No, the chimney is high but dirty."
2072778,n498140,How clean is the chimney?,dirty,stained,query,The chimney is dirty.
2072789,n498140,Are there suitcases or carts?,no,no,logical,"No, there are no suitcases or carts."
2072790,n498140,Is the grill below a bus driver?,yes,yes,verify,"Yes, the grill is below a bus driver."
2072802,n498140,What is the gender of the person above the grill?,male,male,query,The bus driver is male.
2072811,n498140,Does the person above the grill look calm and male?,yes,yes,logical,"Yes, the bus driver is calm and male."
2072815,n498140,Does the person that is not female look calm?,yes,yes,verify,"Yes, the bus driver is calm."
2072906,n498140,Are there windows or doors that are made of wood?,no,no,logical,"No, there is a window but it is made of glass."
2075476,n315859,What place was the picture taken at?,lake,lake,query,It was taken at the lake.
2075477,n315859,Which place is it?,lake,city,query,It is a lake.
2075481,n315859,Are both the words and the trees the same color?,no,no,compare,"No, the words are red and the trees are green."
2075483,n315859,Is the pier made of the same material as the airplane?,no,no,compare,"No, the pier is made of wood and the airplane is made of metal."
2075484,n315859,Are both the windows and the skis made of the same material?,no,no,compare,"No, the windows are made of glass and the skis are made of metal."
2075557,n315859,The trees that look tall are growing behind what?,lake,buildings,query,The trees are growing behind the lake.
2075615,n315859,Is the propeller black and narrow?,yes,no,logical,"Yes, the propeller is black and narrow."
2075629,n315859,Does the tail look triangular and red?,yes,yes,logical,"Yes, the tail is triangular and red."
2075644,n315859,Does that tail have red color?,yes,yes,verify,"Yes, the tail is red."
2075670,n315859,Are the glass windows round and dark?,no,no,logical,"No, the windows are dark but square."
2075698,n315859,What is the shape of the windows?,square,square,query,The windows are square.
2075709,n315859,Do you see any skis?,yes,no,verify,"Yes, there are skis."
2075742,n315859,How wide are the skis on the bottom of the plane?,wide,narrow,query,The skis are wide.
2075776,n315859,Do the skis look dry?,no,yes,verify,"No, the skis are wet."
2075783,n315859,Are there any skis on the bottom of the airplane made out of metal?,yes,no,verify,"Yes, there are skis on the bottom of the airplane."
2075820,n315859,Is the airplane small and wooden?,no,yes,logical,"No, the airplane is small but metallic."
2075825,n315859,How big is the airplane?,small,small,query,The airplane is small.
2075839,n315859,What is the small airplane made of?,metal,metal,query,The airplane is made of metal.
2075859,n315859,Are the words bright and red?,yes,yes,logical,"Yes, the words are bright and red."
2075866,n315859,Are the words red?,yes,yes,verify,"Yes, the words are red."
2075891,n315859,Is the pier that is made of wood brown or maybe white?,brown,brown,choose,The pier is brown.
2075903,n315859,What is the pier surrounded by?,lake,water,query,The pier is surrounded by the lake.
2075931,n315859,Does the lake that looks wet look still?,no,yes,verify,"No, the lake is wavy."
2090954,n565418,Are there any doors?,no,no,verify,"No, there are no doors."
2090973,n565418,Are the windows dark or white?,dark,dark,choose,The windows are dark.
2090974,n565418,Are the windows foggy and dark?,yes,no,logical,"Yes, the windows are foggy and dark."
2090994,n565418,Are there any black flags or boats?,yes,yes,logical,"Yes, there is a black boat."
2091013,n565418,What color is the boat on top of the car?,black,orange,query,The boat is black.
2091058,n565418,How big is the brown dirt?,small,large,query,The dirt is small.
2091082,n565418,What is the size of the tire?,small,small,query,The tire is small.
2091090,n565418,Does the tire look round and large?,no,no,logical,"No, the tire is round but small."
2091097,n565418,Are there any buses or trucks in the image?,no,no,logical,"No, there are no buses or trucks."
2091100,n565418,Is the parking lot clean and large?,no,no,logical,"No, the parking lot is large but dirty."
2091118,n565418,Is the parking lot clean?,no,no,verify,"No, the parking lot is dirty."
2091125,n565418,What vehicle is it?,car,car,query,The vehicle is a car.
2091139,n565418,Does the vehicle to the right of the fence look silver and small?,no,yes,logical,"No, the car is small but blue."
2091168,n565418,Which color is the vehicle that is not large?,blue,blue,query,The car is blue.
2091178,n565418,How is the vehicle to the right of the fence called?,car,car,query,The vehicle is a car.
2091196,n565418,Does the sky above the trees look sunny and light?,no,no,logical,"No, the sky is light but cloudy."
2091230,n565418,Are the trees behind the wood fence?,yes,yes,verify,"Yes, the trees are behind the fence."
2091259,n565418,How clean is the white snow?,dirty,dirty,query,The snow is dirty.
2091294,n565418,"On which side is the wood fence, the left or the right?",left,left,choose,The fence is on the left of the image.
2091312,n565418,What material is the fence?,wood,wood,query,The fence is made of wood.
2091313,n565418,What's the fence made of?,wood,wood,query,The fence is made of wood.
2091340,n565418,Do you see a fence in front of the trees near the sign?,yes,yes,verify,"Yes, there is a fence in front of the trees."
2093735,n450919,Is there a small hat or fence?,yes,yes,logical,"Yes, there is a small hat."
2093749,n450919,Do you see any scarves or gloves?,no,no,logical,"No, there are no scarves or gloves."
2093752,n450919,Is the hat blue and small?,no,no,logical,"No, the hat is small but white."
2093757,n450919,The hat is what size?,small,large,query,The hat is small.
2093826,n450919,Is the fur colorful and smooth?,yes,no,logical,"Yes, the fur is colorful and smooth."
2093835,n450919,Are there both giraffes and camels in the photo?,no,no,logical,"No, there is a giraffe but no camels."
2093853,n450919,"Which animal is this, a giraffe or a monkey?",giraffe,giraffe,choose,This is a giraffe.
2093863,n450919,Which kind of animal is sitting?,giraffe,giraffe,query,The animal is a giraffe.
2093894,n450919,Does the animal behind the fence appear to be standing?,no,no,verify,"No, the giraffe is sitting."
2093905,n450919,What animal is in the grass?,giraffe,giraffe,query,The giraffe is in the grass.
2093907,n450919,What is the name of the animal that is in the grass?,giraffe,giraffe,query,The animal is a giraffe.
2093911,n450919,What animal is in the brown mud?,giraffe,giraffe,query,The giraffe is in the mud.
2093912,n450919,What animal is in the mud?,giraffe,giraffe,query,The giraffe is in the mud.
2093918,n450919,Is there an elephant in the mud?,no,no,verify,"No, there is a giraffe in the mud."
2093936,n450919,Are there both mud and grass in this image?,yes,yes,logical,"Yes, there are both mud and grass."
2093976,n450919,How clean is the mud near the grass?,dirty,dirty,query,The mud is dirty.
2094004,n450919,What is the height of the green grass near the mud?,short,short,query,The grass is short.
2094034,n450919,Are there any rugs or fences in the picture?,yes,yes,logical,"Yes, there is a fence."
2094048,n450919,Does the fence in front of the giraffe look wide and closed?,yes,no,logical,"Yes, the fence is wide and closed."
2094079,n450919,What animal is the fence in front of?,giraffe,giraffe,query,The fence is in front of the giraffe.
2097555,n513429,What kind of device is the same color as the device on the desk?,keyboard,computer mouse,query,The keyboard is the same color as the laptop computer.
2097565,n513429,What do both the keyboard and the desk have in common?,material,color,compare,"The material, both the keyboard and the desk are plastic."
2097607,n513429,Are there screens to the right of the monitor that is not off?,no,yes,verify,"No, the screen is to the left of the monitor."
2097625,n513429,What is the flat device called?,monitor,computer monitor,query,The device is a monitor.
2097627,n513429,What kind of device is flat?,monitor,computer monitor,query,The device is a monitor.
2097631,n513429,What device isn't flat?,keyboard,computer mouse,query,The device is a keyboard.
2097635,n513429,What device is warm?,monitor,computer monitor,query,The device is a monitor.
2097642,n513429,What kind of device is electronic?,monitor,computer monitor,query,The device is a monitor.
2097644,n513429,"What kind of device is not electronic, the monitor or the keyboard?",keyboard,monitor,choose,The keyboard is not electronic.
2097646,n513429,Which kind of device is not electronic?,keyboard,computer mouse,query,The device is a keyboard.
2097650,n513429,Which side is the monitor on?,right,left,query,The monitor is on the right of the image.
2097670,n513429,Does the device in front of the poster seem to be off or on?,on,off,choose,The monitor is on.
2097679,n513429,Is the monitor to the left or to the right of the screen?,right,left,choose,The monitor is to the right of the screen.
2097681,n513429,What is in front of the poster?,monitor,computer,query,The monitor is in front of the poster.
2097684,n513429,What is that monitor in front of?,poster,cord,query,The monitor is in front of the poster.
2097685,n513429,What is the monitor in front of?,poster,cord,query,The monitor is in front of the poster.
2097699,n513429,What is the device that is to the right of the laptop computer near the keyboard called?,monitor,computer mouse,query,The device is a monitor.
2097749,n513429,"What device is not open, the monitor or the laptop?",monitor,monitor,choose,The monitor is not open.
2097752,n513429,What device is not open?,monitor,computer mouse,query,The device is a monitor.
2097790,n513429,Does that laptop appear to be white?,yes,yes,verify,"Yes, the laptop is white."
2097843,n513429,Is the turned-on laptop on the desk closed and rectangular?,no,no,logical,"No, the laptop is rectangular but open."
2097872,n513429,Is there a laptop near the plastic device?,yes,yes,verify,"Yes, there is a laptop near the keyboard."
2097909,n513429,Is the laptop to the left or to the right of the monitor?,left,left,choose,The laptop is to the left of the monitor.
2097926,n513429,What type of furniture is presented in the image?,desk,desk,query,The furniture is a desk.
2097927,n513429,What kind of furniture is it?,desk,desk,query,The piece of furniture is a desk.
2097936,n513429,What kind of furniture is smooth?,desk,desk,query,The furniture is a desk.
2097942,n513429,What item of furniture is made of plastic?,desk,desk,query,The piece of furniture is a desk.
2097953,n513429,"What material is the flat desk in front of the curtain, plastic or wood?",plastic,plastic,choose,The desk is made of plastic.
2097955,n513429,What is in front of the curtain?,desk,computer,query,The desk is in front of the curtain.
2097956,n513429,What type of furniture is in front of the curtain that is to the left of the monitor?,desk,desk,query,The piece of furniture is a desk.
2097957,n513429,Which kind of furniture is in front of the curtain?,desk,desk,query,The piece of furniture is a desk.
