id,imageId,question,gold_answer,cclm_answer,xgqa_type,fullAnswer
202060122,n14087,Di belakang hewan apakah sofa tersebut terletak?,dog,dog,query,The couch is behind the dog.
201067797,n367944,Apa warna perangkat yang berada di sebelah kiri foto?,black,silver,query,The calculator is black.
20394919,n369313,Apakah pisau tersebut berada di sebelah kanan seorang pria?,no,no,verify,"No, the knife is to the left of a man."
201497916,n315887,Perangkat apa yang berada di atas papan ketik tersebut?,monitor,keyboard,query,The device is a monitor.
20303081,n318684,Apa yang sedang dilakukan oleh pria yang berada di sebelah kiri kacamata ?,resting,sitting,query,The man is resting.
201498727,n315887,Terbuat dari apakah telepon ini?,plastic,plastic,query,The telephone is made of plastic.
201873473,n309148,Apakah terdapat truk pemadam kebakaran yang berwarna merah?,no,no,verify,"No, there is a fire truck but it is white."
201504960,n298104,Apakah celana pendek tersebut berbentuk besar dan berwarna biru?,no,no,logical,"No, the shorts are blue but small."
20177575,n55058,Apa warna nampan saji yang berbentuk persegi panjang tersebut?,white,silver,query,The serving tray is white.
20381557,n398257,Apakah perangkat di bawah bingkai foto terlihat berwarna hitam?,no,no,verify,"No, the computer monitor is white."
201982068,n526228,"Terbuat dari bahan apakah celana-celana tersebut, kain atau kulit?",cloth,leather,choose,The trousers are made of cloth.
201878325,n342511,Pada siapakah jaket tersebut dikenakan?,man,woman,query,The jacket is worn around the man.
2075709,n315859,Apakah kamu melihat ski?,yes,no,verify,"Yes, there are skis."
201896034,n111390,Apa nama furnitur yang terletak di sebelah kanan wanita yang sedang melihat kue tersebut?,table,chair,query,The piece of furniture is a table.
201065497,n429883,Apakah pria yang berada di sebelah kiri penampil tersebut berambut cokelat atau pirang?,blond,white,choose,The man is blond.
20636999,n184385,Apakah peralatan makan yang terletak disamping wajan tersebut berwarna hitam dan berukuran kecil?,no,no,logical,"No, the spoon is small but silver."
201156466,n146522,Apakah bola yang berada di sebelah kiri bola lainnya terlihat ringan?,yes,yes,verify,"Yes, the balls are light."
201885557,n222297,Untuk jenis kelamin apakah baju renang tersebut?,male,male,query,The swimsuit is male.
202081210,n314630,Apakah pemanggang roti berada di sebelah kanan lemari es?,no,yes,verify,"No, the toaster is to the right of the house."
20117834,n494677,Apakah pepohonan yang berada di lapangan gundul atau rimbun?,lush,rough,choose,The trees are lush.
201438286,n66756,Apakah jaring berada di depan pria itu?,yes,yes,verify,"Yes, the net is in front of the man."
20117781,n494677,Apakah cuaca mendung?,yes,cloudy,verify,"Yes, it is cloudy."
201756501,n567860,Apakah kesamaan dari pintu dan anak kucing?,color,yes,compare,"The color, both the door and the kitten are white."
20716925,n67005,Apakah jaket yang berbahan katun berukuran besar atau kecil?,small,small,choose,The jacket is small.
20541270,n527290,Apakah kursi abu-abu berada di sebelah kiri atau kanan sofa di gambar tersebut?,right,left,choose,The chair is to the right of the couch.
201056079,n259002,Apakah pemain sepak bola yang berada di sebelah kiri bola itu seorang perempuan atau seorang laki-laki?,male,female,choose,The soccer player is male.
20468617,n171169,Apakah besi digunakan untuk membuat pagar tersebut?,no,no,verify,"No, the fence is made of wire."
2017235,n324908,Apa warna rambut tersebut?,black,brown,query,The hair is black.
201480278,n39114,Apakah topi tersebut basah?,no,no,verify,"No, the hat is dry."
201056072,n259002,Siapa yang sedang lari?,soccer player,girl,query,The soccer player is running.
20887449,n282436,Apa nama perangkat besar itu?,keyboard,computer monitor,query,The device is a keyboard.
202102931,n386682,Apa yang berada di bawah microwave?,dishwasher,dishwasher,query,The dishwasher is beneath the microwave.
201047479,n234683,Apakah kemeja resmi tersebut berwarna abu-abu atau biru kehijauan?,teal,blue,choose,The dress shirt is teal.
20672944,n59147,Di sisi mana dari foto itu terdapat sikat toilet?,left,left,query,The toilet brush is on the left of the image.
201752690,n262929,Di atas apakah anak laki-laki tersebut berada?,bike,seat,query,The boy is on the bike.
20672940,n59147,Apakah Anda melihat wadah atau penangkap mimpi?,no,no,logical,"No, there are no containers or dream catchers."
201752694,n262929,Apakah anak muda itu sedang bersepeda?,yes,yes,verify,"Yes, the boy is on the bike."
20699276,n512257,Apa nama pakaian yang berwarna biru dongker tersebut?,jacket,suit,query,The clothing item is a jacket.
2097681,n513429,Apa yang berada di depan poster?,monitor,computer,query,The monitor is in front of the poster.
201760591,n350732,Apakah terdapat gadis dan bola sepak di gambar ini?,no,no,logical,"No, there is a soccer ball but no girls."
201110526,n546616,Makanan seperti apa yang terdapat di sebelah kiri bayi?,marshmallow,dessert,query,The food is a marshmallow.
20673099,n59147,Di atas furnitur apakah tisu toilet yang terletak di samping toilet tersebut terletak? ,chair,yes,query,The toilet paper is resting on the chair.
20673098,n59147,Tisu toilet yang terletak di sebelah kanan toilet terletak pada apa?,chair,toilet,query,The toilet paper is resting on the chair.
20361249,n352479,Apakah terdapat pemain papan luncur atau pemain papan luncur salju yang sedang melompat?,no,no,logical,"No, there is a snowboarder but she is standing."
201480696,n39114,Apa bentuk bangku tersebut?,rectangular,square,query,The bench is rectangular.
201438759,n66756,Apakah lapangan coklat tersebut tampak besar dan kotor?,yes,yes,logical,"Yes, the field is large and dirty."
20361243,n352479,Siapa yang sedang berdiri?,snowboarder,woman,query,The snowboarder is standing.
20667494,n181355,Furnitur apa yang terbuat dari kayu?,coffee table,coffee table,query,The piece of furniture is a coffee table.
20667492,n181355,Furnitur apa yang terbuat dari kayu?,coffee table,coffee table,query,The piece of furniture is a coffee table.
20667493,n181355,Bagaimana furnitur yang terbuat dari kayu disebut?,coffee table,coffee table,query,The piece of furniture is a coffee table.
201056254,n259002,Siapa yang sedang melihat keatas?,spectator,girl,query,The spectator is looking up.
201064816,n88933,Jenis furnitur apa yang berwarna biru?,sofa,chair,query,The furniture is a sofa.
2097684,n513429,Di depan apakah layar komputer tersebut berada?,poster,monitor,query,The monitor is in front of the poster.
201064812,n88933,"Jenis furnitur apakah ini, lemari atau sofa?",sofa,leaf,choose,This is a sofa.
201056252,n259002,Menurut Anda apa yang sedang dilakukan penonton itu?,looking up,playing,query,The spectator is looking up.
201064810,n88933,Furnitur apakah itu?,sofa,fence,query,The piece of furniture is a sofa.
201935799,n500209,Di atas apakah wadah yang terbuat dari kaca tersebut berada?,shelf,shelf,query,The jar is sitting on top of the shelf.
20756897,n433532,Apa nama dari pakaian yang halus itu?,robe,coat,query,The clothing item is a robe.
201065430,n429883,Di sisi mana dari foto terdapat kursi-kursi tersebut?,right,left,query,The chairs are on the right of the image.
202243368,n557666,Apa warna kemeja yang dikenakan wanita itu?,white,black,query,The shirt is white.
202121334,n140421,Apakah botol sabun dan jam tersebut memiliki warna yang sama?,yes,no,compare,"Yes, both the soap bottle and the clock are white."
201935797,n500209,Apa yang terdapat di atas rak?,jar,bowl,query,The jar is sitting on top of the shelf.
201639189,n497789,Apakah kendaraan di belakang zebra-zebra tersebut terlihat berwarna hitam?,no,yes,verify,"No, the vehicle is white."
20741279,n23762,"Menurut Anda, seberapa tinggi orang tersebut?",tall,tall,query,The person is tall.
201143145,n276011,Apa warna lantai kayu tersebut?,dark brown,dark,query,The floor is dark brown.
201669504,n238266,Apakah kue coklat terdapat di sebelah kanan gambar?,yes,yes,verify,"Yes, the cookies are on the right of the image."
202119900,n500308,Alat apa yang berada di depan dinding?,refrigerator,refrigerator,query,The appliance is a refrigerator.
202119903,n500308,Apakah terdapat lemari es di depan dinding yang terbuat dari kayu?,yes,yes,verify,"Yes, there is a refrigerator in front of the wall."
20340771,n513100,Apa nama furnitur yang terletak di depan pagar?,chair,chair,query,The piece of furniture is a chair.
20340770,n513100,Apa yang terdapat di depan pagar?,chair,chair,query,The chair is in front of the fence.
20285405,n192021,Seberapa bersihkah dinding yang terdapat jendela?,clean,stained,query,The walls are clean.
20340772,n513100,Jenis furnitur apakah yang terdapat di depan pagar?,chair,chair,query,The piece of furniture is a chair.
201593445,n524855,Hewan apa yang sedang berdiri menghadap rumput?,cow,cow,query,The cow is standing against the grass.
201347404,n65202,Siapa yang sedang memakai celana pendek?,skateboarder,boy,query,The skateboarder is wearing shorts.
202100755,n280089,Apakah mug tersebut terletak di sebelah kanan peralatan makan plastik?,yes,yes,verify,"Yes, the mugs are to the right of the utensils."
201462472,n508641,Di sisi manakah foto terdapat penangkap tersebut?,left,left,query,The catcher is on the left of the image.
201887286,n429961,Apa yang ada di dalam keranjang?,broccoli,cauliflower,query,The broccoli is in the basket.
20518589,n141939,Di atas apakah wastafel tersebut terletak?,countertop,shelf,query,The sink is on the counter top.
201590142,n260762,Apakah pemain tersebut berada di sebelah kanan frisbee yang terlihat berwarna putih?,yes,yes,verify,"Yes, the player is to the right of the frisbee."
20341130,n346247,Apakah Anda melihat pagar di depan pohon yang terletak di depan sekolah?,no,no,verify,"No, there is a sculpture in front of the tree."
201795286,n119944,Apakah keranjang-keranjang yang tidak kosong terlihat berwarna-warni?,yes,yes,verify,"Yes, the baskets are colorful."
201832545,n432591,Apakah ada tempat tidur atau meja yang tidak berwarna coklat tua?,no,no,logical,"No, there is a bed but it is dark brown."
202082102,n433692,Jenis perangkat apa yang berada di sebelah kiri lampu?,laptop,monitor,query,The device is a laptop.
20645705,n98544,Apakah pemanas di sebelah toilet terlihat putih dan besar?,no,no,logical,"No, the heater is white but small."
201795846,n119944,Apakah pria itu tampak sedang duduk?,no,yes,verify,"No, the man is standing."
201143364,n276011,Apa yang terletak di atas meja?,flowers,candle,query,The flowers are on top of the table.
20827171,n283587,Apakah meja samping yang tidak besar tersebut terlihat terbuat dari kayu dan panjang?,no,yes,logical,"No, the side table is wooden but short."
201859351,n546884,Terbuat dari apakah tutup tersebut?,plastic,plastic,query,The lid is made of plastic.
201595841,n302358,Apakah orang yang berada di dekat rumput sedang duduk di bangku?,yes,yes,verify,"Yes, the man is sitting on a bench."
20923252,n480253,Apa yang diparkir di sepanjang lumbung?,ambulance,truck,query,The ambulance is parked alongside the barn.
202243438,n557666,Jenis kendaraan apa yang terbuat dari logam?,truck,car,query,The vehicle is a truck.
20923257,n480253,Apakah ambulans yang berada di sebelah kiri pekerja diparkir di sepanjang lumbung?,yes,yes,verify,"Yes, the ambulance is parked alongside the barn."
20923256,n480253,Kendaraan apa yang diparkir di sepanjang lumbung?,ambulance,truck,query,The vehicle is an ambulance.
201976414,n279173,Apakah bendera-bendera tersebut berbentuk segitiga dan berwarna merah?,no,no,logical,"No, the flags are triangular but white."
20600137,n196058,Apa yang terdapat di bawah zebra yang terdapat batu di sampingnya?,grass,grass,query,The grass is beneath the zebras.
20600132,n196058,Apa yang terdapat di bawah zebra yang tidak besar?,grass,dirt,query,The grass is beneath the zebra.
20632010,n570181,Apakah sarung tangan bisbol tersebut berwarna cerah?,yes,yes,verify,"Yes, the baseball mitt is bright."
20306515,n554880,Apakah nama perangkat yang sedang dipegang pemuda yang berada di dekat kado tersebut?,cell phone,camera,query,The device is a cell phone.
202228132,n77818,Jenis perangkat apa yang tidak menyala?,speaker,television,query,The device is a speaker.
20692296,n499081,Apa yang terletak di atas meja marmer terdapat?,books,phone,query,The books are resting on the counter.
20692294,n499081,Apakah buku-buku tersebut berada di sebelah kiri atau di sebalah kanan lemari kayu?,left,left,choose,The books are to the left of the cabinet.
202262373,n28572,Apakah mug yang berada di depan cangkir berwarna hijau dan kecil?,no,no,logical,"No, the mug is small but white."
20679393,n493357,Apakah terdapat anjing laut atau kelinci di dalam gambar?,no,no,logical,"No, there are no seals or bunnies."
202243431,n557666,Apa kendaraan besar tersebut?,truck,car,query,The vehicle is a truck.
201556497,n525901,Apa nama furnitur yang tidak kecil?,shelf,shelf,query,The piece of furniture is a shelf.
201556499,n525901,Furnitur seperti apa yang tidak kecil?,shelf,desk,query,The furniture is a shelf.
20177492,n55058,Apakah Anda melihat adanya garpu?,no,yes,verify,"No, there are no forks."
20711540,n549922,Jenis mainan apa yang lembut?,stuffed bear,stuffed bear,query,The toy is a stuffed bear.
20711546,n549922,Apa mainan berwarna-warni di gambar tersebut?,stuffed bear,stuffed bear,query,The toy is a stuffed bear.
201997192,n250715,Apakah kursi tersebut terlihat besar?,yes,no,verify,"Yes, the chair is large."
20866524,n579256,Apakah wadah yang terbuat dari plastik tersebut ringan dan berwarna biru?,no,no,logical,"No, the container is light but white."
20866526,n579256,Warna apa yang dimiliki wadah yang terbuat dari plastik?,light,white,query,The container has light tone.
20866521,n579256,"Di sisi mana gambar terdapat wadah plastik, kanan atau kiri?",right,left,choose,The container is on the right of the image.
201510327,n541854,Jenis buah apakah itu?,pear,apple,query,The fruit is a pear.
201492240,n9856,Pakaian apa yang tidak berlengan panjang?,baseball mitt,cap,query,The clothing item is a baseball mitt.
20691652,n153293,"Apa warna handuk-handuk yang terbuat dari kain, hitam atau putih?",black,black,choose,The towels are black.
202144423,n37274,Apa warna celana pendek yang sedang dikenakan pria itu?,brown,black,query,The shorts are brown.
20349798,n468864,Siapa yang sedang memakai kemeja tersebut?,woman,woman,query,The woman is wearing a shirt.
201663481,n35676,Apakah ada mesin pencuci piring baru?,yes,no,verify,"Yes, there is a new dishwasher."
20692079,n499081,Seberapa besar wastafel tersebut?,small,large,query,The sink is small.
201153290,n160664,Siapa yang sedang menatap jerapah?,woman,man,query,The woman is staring at the giraffe.
201153292,n160664,Hewan apa yang sedang dilihat oleh orang yang berada di depan pos?,giraffe,giraffe,query,The woman is staring at the giraffe.
201153293,n160664,Hewan apa yang sedang ditatap wanita itu?,giraffe,giraffe,query,The woman is staring at the giraffe.
201153297,n160664,Jenis hewan apa yang sedang ditatap wanita itu?,giraffe,giraffe,query,The woman is staring at the giraffe.
20645858,n98544,Apakah warna kamar mandi kecil tersebut?,white,white,query,The bathroom is white.
201535714,n272098,Jenis pakaian apa yang berwarna kuning?,coat,shirt,query,The clothing is a coat.
20652278,n400036,Apa kesamaan bola sepak dan tas punggung?,shape,color,compare,"The shape, both the soccer ball and the backpack are round."
201535713,n272098,Pakaian seperti apa yang berwarna kuning?,coat,shirt,query,The clothing is a coat.
201111170,n546616,Meja memiliki warna apa?,brown,brown,query,The table is brown.
20891561,n347706,Apakah anak itu sedang memakai celana pendek?,yes,yes,verify,"Yes, the kid is wearing shorts."
20891560,n347706,Apa yang sedang dikenakan anak itu?,shorts,pants,query,The child is wearing shorts.
20503737,n324644,Apakah stiker tersebut berwarna putih dan berbentuk persegi panjang?,no,yes,logical,"No, the sticker is rectangular but purple."
20503730,n324644,Apa warna stiker yang tampak berbentuk persegi panjang?,purple,red,query,The sticker is purple.
201974600,n274905,Apa warna baju tersebut?,dark blue,pink,query,The shirt is dark blue.
201972712,n541482,Apa warna langit tersebut?,blue,blue,query,The sky is blue.
20783517,n355339,Apakah Anda melihat kursi yang tidak berwarna merah?,no,no,verify,"No, there is a chair but it is red."
20797833,n16656,Pria itu di depan apa?,tree,trees,query,The man is in front of the tree.
20797830,n16656,Siapa yang berada di depan pohon yang terletak di depan langit?,man,woman,query,The man is in front of the tree.
20342305,n16425,Apakah orang yang berada di depan orang lain tersebut tampak sedang duduk?,no,no,verify,"No, the person is walking."
20783519,n355339,Furnitur apa yang berada di depan orang-orang yang sedang duduk di sekitar meja?,chair,chair,query,The piece of furniture is a chair.
20797834,n16656,Di depan apakah pria tersebut berada?,tree,trees,query,The man is in front of the tree.
2053782,n146555,Terbuat dari apakah trotoar tersebut?,concrete,concrete,query,The sidewalk is made of concrete.
202106445,n574498,Apakah terdapat papan luncur salju atau raket yang berwarna hijau?,yes,yes,logical,"Yes, there is a green racket."
201401744,n155555,Apakah langit biru terlihat cerah?,no,no,logical,"No, the sky is bright but cloudy."
20536241,n410476,Seberapa berat bison tersebut?,heavy,heavy,query,The bison is heavy.
2053786,n146555,Apakah trotoar beton tersebut terlihat kasar dan beraspal?,yes,no,logical,"Yes, the sidewalk is rough and paved."
20899760,n186491,Perangkat seperti apa yang terdapat di sebelah kiri tomat?,laptop,computer,query,The device is a laptop.
20899763,n186491,Apakah terdapat telepon di sebelah kiri tomat yang berada di dalam mangkuk?,no,yes,verify,"No, there is a laptop to the left of the tomatoes."
20536249,n410476,Apa yang sedang dilakukan bison tersebut?,looking down,walking,query,The bison is looking down.
20899769,n186491,Jenis perangkat apa yang berada di atas meja persegi?,laptop,laptop,query,The device is a laptop.
20306372,n554880,Perangkat apa yang sedang dipegang wanita itu?,camera,camera,query,The woman is holding the camera.
20306370,n554880,Perangkat apa yang sedang dipegang wanita muda itu?,camera,camera,query,The device is a camera.
20866380,n579256,Apa warna lantai tersebut?,gray,gray,query,The floor is gray.
201467402,n295771,Apa kesamaan pintu dan ruangan?,color,color,compare,"The color, both the door and the room are white."
20518336,n141939,Jenis peralatan apa yang ada di bawah wastafel seperti yang terlihat pada gambar?,radiator,cabinet,query,The appliance is a radiator.
20518337,n141939,Jenis alat apa yang berada di bawah wastafel?,radiator,table,query,The appliance is a radiator.
20518334,n141939,Apa yang terdapat di bawah wastafel di atas meja?,radiator,toilet,query,The radiator is under the sink.
20518335,n141939,Apa yang terdapat di bawah wastafel?,radiator,toilet,query,The radiator is under the sink.
20518339,n141939,Apakah Anda melihat laci di bawah wastafel?,no,yes,verify,"No, there is a radiator under the sink."
20480525,n520071,Apakah buku-buku tinggi tersebut terlihat berwarna-warni dan tebal?,no,yes,logical,"No, the books are colorful but thin."
202053173,n334278,Siapa di foto ini yang sedang menatap?,umpire,umpire,query,The umpire is staring.
20183255,n151768,Apakah yang diduduki oleh wanita yang tidak muda tersebut?,steps,market,query,The woman is sitting on top of the steps.
20797661,n16656,Di belakang hewan apakah sepatu tersebut terletak?,cat,yes,query,The shoe is behind the cat.
201548930,n314171,Apa yang terdapat di ruangan tersebut?,picture,blender,query,The room is holding the picture.
20157379,n170941,Jenis furnitur apa yang terbuat dari kayu?,table,table,query,The furniture is a table.
20257105,n441859,Apakah baju pelampung dan kemeja memiliki warna yang sama?,no,no,compare,"No, the life vest is black and the shirt is white."
20709846,n24526,Di bagian manakah payung terbuka tersebut berada?,left,right,query,The umbrella is on the left of the image.
20754796,n566028,Apakah papan luncur tersebut berwarna coklat dan ukurannya besar?,no,yes,logical,"No, the skateboard is brown but small."
202169340,n451187,Apakah bangku terletak di depan wanita yang terdapat pria di sebelah kirinya?,yes,yes,verify,"Yes, the bench is in front of the woman."
20963807,n119886,Apa yang terdapat di bawah cermin?,faucet,shelf,query,The faucet is beneath the mirror.
2053569,n146555,Apakah plastik yang digunakan untuk membuat botol berada di sebelah kanan sapi?,yes,yes,verify,"Yes, the bottle is made of plastic."
20941978,n137182,Apakah bangunan tersebut berada di depan pepohonan yang tidak pendek?,yes,no,verify,"Yes, the building is in front of the trees."
20667405,n181355,Perangkat apa yang terdapat di sebelah kanan pria yang sedang duduk di depan bantal?,wii controller,controller,query,The device is a Wii controller.
202156967,n543966,Apa warna tanah tempat gajah tersebut berada?,brown,gray,query,The dirt is brown.
20757114,n433532,Apakah menurut Anda wanita itu sedang melihat ke bawah?,yes,no,verify,"Yes, the lady is looking down."
20757119,n433532,Apa yang sedang dilakukan wanita tersebut?,looking down,cooking,query,The lady is looking down.
20394761,n369313,Apa yang sedang dikenakan wanita tersebut?,dress,dress,query,The woman is wearing a dress.
20394760,n369313,Apa yang sedang dikenakan wanita yang bahagia itu?,dress,dress,query,The woman is wearing a dress.
