id,imageId,question,gold_answer,cclm_answer,xgqa_type,fullAnswer
20618932,n126087,Wer trägt ein Armband?,woman,girl,query,The woman is wearing a wristband.
201902515,n435808,Auf welcher Seite befindet sich der Router?,left,left,query,The router is on the left of the image.
201303404,n518912,Welche Farbe hat die Hose?,gray,gray,query,The pants are gray.
20942157,n137182,Wer trägt das Hemd?,girl,woman,query,The girl is wearing a shirt.
20942156,n137182,Wer trägt ein Hemd?,girl,woman,query,The girl is wearing a shirt.
20898685,n243701,Was macht der Mann?,standing,talking,query,The man is standing.
202116974,n48494,"Gibt es Flüsse oder Ozeane, die nicht ruhig sind?",no,no,logical,"No, there is a river but it is calm."
202244099,n296467,Welche Lebensmittel werden nicht gebacken?,cookies,peas,query,The food is cookies.
201951771,n256120,Welche Art von Fahrzeug steht vor der Flagge?,van,van,query,The vehicle is a van.
201951770,n256120,"Was ist das Fahrzeug, das vor der Flagge steht?",van,van,query,The vehicle is a van.
201951776,n256120,Steht der Lieferwagen vor einem Ballon?,no,no,verify,"No, the van is in front of a flag."
201623784,n501609,Sind die Schränke unterhalb des Ofens aus Holz und offen?,no,no,logical,"No, the cabinets are wooden but closed."
202023424,n95313,"Wie heißt das Möbelstück, das kariert ist?",bed,bookcase,query,The piece of furniture is a bed.
20182936,n151768,Sind die Kisten rechts neben dem Mann voll und quadratisch?,yes,yes,logical,"Yes, the boxes are full and square."
201654344,n6309,Ist das Pferd neben dem anderen Pferd sowohl ein Fohlen als auch braun?,no,no,logical,"No, the horse is brown but adult."
20746468,n477215,Ist der Fluss breit oder ist er schmal?,narrow,narrow,choose,The river is narrow.
201428996,n64959,Im Bezug auf welches Gerät ist der Kühlschrank größer?,stove,television,query,The fridge is bigger than the stove.
202244009,n296467,Was befindet sich in der Schale rechts neben den Bohnen?,cookies,rice,query,The cookies are inside the bowl.
20287556,n317260,"Wie sauber ist Ihrer Meinung nach die Gesichtsmaske, die der Fänger trägt?",clean,tinted,query,The face mask is clean.
20631973,n570181,Wo steht der Fänger drauf?,field,mound,query,The catcher is standing on the field.
20287551,n317260,Welche Farbe hat der Handschuh?,black,black,query,The glove is black.
201481824,n470920,Sieht die Decke weich und weiß aus?,yes,no,logical,"Yes, the blanket is soft and white."
201663656,n35676,Welche Farbe haben die Schubladen?,light brown,brown,query,The drawers are light brown.
20308576,n278312,Gibt es links neben dem Herd Kühlschränke?,yes,yes,verify,"Yes, there is a refrigerator to the left of the stove."
201065067,n88933,Welche Art von Kleidung ist hell?,gown,dress,query,The clothing is a gown.
20462070,n571179,"Befindet sich in der Nähe der Person, die einen Mantel trägt, ein Elefant?",no,no,verify,"No, there is a woman near the man."
20462076,n571179,Was trägt die Frau?,gloves,coat,query,The woman is wearing gloves.
20462075,n571179,"Was glaubst du, trägt die stehende Person in der Nähe des Mannes?",gloves,hat,query,The woman is wearing gloves.
201065062,n88933,Welche Art von Kleidung ist rosa?,gown,dress,query,The clothing is a gown.
20754631,n566028,"Worauf sitzt die Person, welche sich hinsetzt?",stairs,steps,query,The person is sitting atop the stairs.
201935960,n500209,Was steht auf dem Boden?,shelf,bowl,query,The shelf is standing on the floor.
20412222,n531359,Welche Möbelstücke befinden sich links neben dem Jungen?,tables,tables,query,The pieces of furniture are tables.
201935966,n500209,"Was befindet sich vor der Wand, was nicht kurz ist?",shelf,bookshelf,query,The shelf is in front of the wall.
20878946,n259949,Wie breit ist der Parkplatz aus Zement?,wide,wide,query,The parking lot is wide.
201498767,n315887,Was ist das Gerät vor dem flachen Rechner?,phone,computer monitor,query,The device is a phone.
20306764,n554880,Was sitzt auf dem Boden?,gift,skis,query,The gift is sitting on the floor.
202144708,n37274,Gibt es rechts neben dem gelben Getränk einen Mixer?,yes,no,verify,"Yes, there is a blender to the right of the liquor."
20306767,n554880,Liegt das Geschenk auf dem Boden?,yes,yes,verify,"Yes, the gift is sitting on the floor."
201996815,n250715,"Aus welchem Material besteht die runde Brille, Glas oder Draht?",glass,glass,choose,The glasses are made of glass.
201996813,n250715,Woraus besteht die Brille?,glass,cockpit,query,The glasses are made of glass.
202060122,n14087,Hinter welchem Tier befindet sich die Couch?,dog,dog,query,The couch is behind the dog.
201067797,n367944,"Welche Farbe hat das Gerät, das sich links auf dem Foto befindet?",black,silver,query,The calculator is black.
20394919,n369313,Ist das Messer rechts von einem Mann?,no,no,verify,"No, the knife is to the left of a man."
201497916,n315887,Welches Gerät befindet sich über der Tastatur?,monitor,remote control,query,The device is a monitor.
20303081,n318684,Was macht der Mann links neben der Brille?,resting,sitting,query,The man is resting.
201498727,n315887,Woraus besteht das Telefon?,plastic,floor,query,The telephone is made of plastic.
201873473,n309148,Gibt es rote Feuerwehrautos?,no,yes,verify,"No, there is a fire truck but it is white."
201504960,n298104,Ist die kurze Hose groß und blau?,no,no,logical,"No, the shorts are blue but small."
20177575,n55058,"Welche Farbe hat das Serviertablett, das rechteckig aussieht?",white,white,query,The serving tray is white.
20381557,n398257,Sieht das Gerät unter dem Bilderrahmen schwarz aus?,no,no,verify,"No, the computer monitor is white."
201982068,n526228,"Aus welchem ​​Material besteht die Hose, aus Stoff oder Leder?",cloth,flower,choose,The trousers are made of cloth.
201878325,n342511,Um wen wird die Jacke getragen?,man,woman,query,The jacket is worn around the man.
2075709,n315859,Sehen Sie irgendwelche Skier?,yes,no,verify,"Yes, there are skis."
201896034,n111390,"Wie heißt das Möbelstück rechts neben der Dame, die auf den Kuchen hinunterblickt?",table,chair,query,The piece of furniture is a table.
201065497,n429883,Ist der Mann links neben dem Darsteller brünett oder blond?,blond,blond,choose,The man is blond.
20636999,n184385,Hat das Utensil neben der Pfanne eine schwarze Färbung und eine kleine Größe?,no,no,logical,"No, the spoon is small but silver."
201156466,n146522,Sehen die Bälle links neben dem anderen Ball leicht aus?,yes,yes,verify,"Yes, the balls are light."
201885557,n222297,Welches Geschlecht hat der Badeanzug?,male,male,query,The swimsuit is male.
202081210,n314630,Befindet sich der Toaster rechts neben einem Kühlschrank?,no,no,verify,"No, the toaster is to the right of the house."
20117834,n494677,Sind die Bäume auf dem Feld kahl oder üppig?,lush,leafless,choose,The trees are lush.
201438286,n66756,Ist das Netz vor dem Mann?,yes,yes,verify,"Yes, the net is in front of the man."
20117781,n494677,Ist das Wetter bewölkt?,yes,yes,verify,"Yes, it is cloudy."
201756501,n567860,Was haben die Tür und das Kätzchen gemeinsam?,color,color,compare,"The color, both the door and the kitten are white."
20716925,n67005,Ist die Jacke aus Baumwolle groß oder klein?,small,small,choose,The jacket is small.
20541270,n527290,Ist der graue Stuhl links oder rechts von der Couch auf dem Bild?,right,left,choose,The chair is to the right of the couch.
201056079,n259002,Ist der Fußballspieler links vom Ball weiblich oder männlich?,male,male,choose,The soccer player is male.
20468617,n171169,Wurde Eisen für den Zaun verwendet?,no,no,verify,"No, the fence is made of wire."
2017235,n324908,Welche Farbe hat das Haar?,black,dark,query,The hair is black.
201480278,n39114,Ist der Hut nass?,no,no,verify,"No, the hat is dry."
201056072,n259002,Wer rennt?,soccer player,girl,query,The soccer player is running.
20887449,n282436,Wie wird das große Gerät genannt?,keyboard,computer monitor,query,The device is a keyboard.
202102931,n386682,Was ist unter der Mikrowelle?,dishwasher,dishwasher,query,The dishwasher is beneath the microwave.
201047479,n234683,Ist das Hemd grau oder blaugrün?,teal,blue,choose,The dress shirt is teal.
20672944,n59147,Auf welcher Seite des Fotos befindet sich die Toilettenbürste?,left,left,query,The toilet brush is on the left of the image.
201752690,n262929,Worauf befindet sich der Junge?,bike,ground,query,The boy is on the bike.
20672940,n59147,Sehen Sie entweder irgendwelche Container oder Traumfänger?,no,no,logical,"No, there are no containers or dream catchers."
201752694,n262929,Ist die junge Person auf dem Fahrrad?,yes,yes,verify,"Yes, the boy is on the bike."
20699276,n512257,"Wie lautet der Name des Kleidungsstücks, das marineblau ist?",jacket,blazer,query,The clothing item is a jacket.
2097681,n513429,Was befindet sich vor dem Plakat?,monitor,computer,query,The monitor is in front of the poster.
201760591,n350732,Gibt es auf diesem Bild sowohl Mädchen als auch Fußbälle?,no,no,logical,"No, there is a soccer ball but no girls."
201110526,n546616,Welche Art von Nahrung befindet sich links vom Baby?,marshmallow,dessert,query,The food is a marshmallow.
20673099,n59147,Auf welchem Möbelstück ruht das Toilettenpapier rechts neben der Toilette?,chair,chair,query,The toilet paper is resting on the chair.
20673098,n59147,Auf was ruht das Toilettenpapier rechts neben der Toilette?,chair,toilet,query,The toilet paper is resting on the chair.
20361249,n352479,"Gibt es entweder Skateboarder oder Snowboarder, die springen?",no,no,logical,"No, there is a snowboarder but she is standing."
201480696,n39114,Welche Form hat die Bank?,rectangular,round,query,The bench is rectangular.
201438759,n66756,Scheint das braune Feld groß und schmutzig zu sein?,yes,no,logical,"Yes, the field is large and dirty."
20361243,n352479,Wer steht?,snowboarder,woman,query,The snowboarder is standing.
20667494,n181355,Welches Möbelstück besteht aus Holz?,coffee table,coffee table,query,The piece of furniture is a coffee table.
20667492,n181355,Welches Möbelstück ist hölzern?,coffee table,coffee table,query,The piece of furniture is a coffee table.
20667493,n181355,"Wie heißt das Möbelstück, das aus Holz gefertigt ist?",coffee table,coffee table,query,The piece of furniture is a coffee table.
201056254,n259002,Wer schaut nach oben?,spectator,girl,query,The spectator is looking up.
201064816,n88933,Welche Art von Möbeln ist blau?,sofa,chair,query,The furniture is a sofa.
2097684,n513429,Vor was steht dieser Monitor?,poster,computer,query,The monitor is in front of the poster.
201064812,n88933,"Was für ein Möbelstück ist das, ein Schrank oder ein Sofa?",sofa,sofa,choose,This is a sofa.
201056252,n259002,"Was glauben Sie, macht dieser Zuschauer?",looking up,playing,query,The spectator is looking up.
201064810,n88933,Um welches Möbelstück handelt es sich?,sofa,chair,query,The piece of furniture is a sofa.
201935799,n500209,Worauf sitzt der Behälter aus Glas?,shelf,shelf,query,The jar is sitting on top of the shelf.
20756897,n433532,Wie lautet der Name des glatten Kleidungsstücks?,robe,coat,query,The clothing item is a robe.
201065430,n429883,Auf welcher Seite des Fotos befinden sich die Stühle?,right,left,query,The chairs are on the right of the image.
202243368,n557666,"Welche Farbe hat das Hemd, das die Frau trägt?",white,white,query,The shirt is white.
202121334,n140421,Haben die Seifenflasche und die Uhr die gleiche Farbe?,yes,no,compare,"Yes, both the soap bottle and the clock are white."
201935797,n500209,Was liegt oben auf dem Regal?,jar,book,query,The jar is sitting on top of the shelf.
201639189,n497789,Sieht das Fahrzeug hinter den Zebras schwarz aus?,no,yes,verify,"No, the vehicle is white."
20741279,n23762,"Was glauben Sie, wie groß die Person ist?",tall,large,query,The person is tall.
201143145,n276011,Welche Farbe hat der Holzboden?,dark brown,dark,query,The floor is dark brown.
201669504,n238266,Sind die braunen Kekse auf der rechten Seite des Bildes?,yes,yes,verify,"Yes, the cookies are on the right of the image."
202119900,n500308,Welches Gerät steht vor der Wand?,refrigerator,television,query,The appliance is a refrigerator.
202119903,n500308,Gibt es vor der Holzwand einen Kühlschrank?,yes,yes,verify,"Yes, there is a refrigerator in front of the wall."
20340771,n513100,Wie heißt das Möbelstück vor dem Zaun?,chair,table,query,The piece of furniture is a chair.
20340770,n513100,Was befindet sich vor dem Zaun?,chair,picnic table,query,The chair is in front of the fence.
20285405,n192021,"Wie sauber sind die Wände, in der sich das Fenster befindet?",clean,clean,query,The walls are clean.
20340772,n513100,Welche Art von Möbeln steht vor dem Zaun?,chair,chair,query,The piece of furniture is a chair.
201593445,n524855,Welches Tier steht auf dem Gras?,cow,cow,query,The cow is standing against the grass.
201347404,n65202,Wer trägt kurze Hosen?,skateboarder,boy,query,The skateboarder is wearing shorts.
202100755,n280089,Befinden sich die Becher rechts von den Plastikutensilien?,yes,yes,verify,"Yes, the mugs are to the right of the utensils."
201462472,n508641,Auf welcher Seite des Fotos befindet sich der Fänger?,left,left,query,The catcher is on the left of the image.
201887286,n429961,Was ist in dem Korb?,broccoli,cauliflower,query,The broccoli is in the basket.
20518589,n141939,Worauf befindet sich das Waschbecken?,countertop,bathroom,query,The sink is on the counter top.
201590142,n260762,"Befindet sich der Spieler, der weiß aussieht, rechts neben der Frisbee?",yes,yes,verify,"Yes, the player is to the right of the frisbee."
20341130,n346247,"Sehen Sie einen Zaun vor dem Baum, der vor der Schule steht?",no,no,verify,"No, there is a sculpture in front of the tree."
201795286,n119944,"Sehen die Körbe, die nicht leer sind, bunt aus?",yes,yes,verify,"Yes, the baskets are colorful."
201832545,n432591,"Gibt es ein Bett oder einen Tisch, der nicht dunkelbraun ist?",no,no,logical,"No, there is a bed but it is dark brown."
202082102,n433692,Welche Art von Gerät befindet sich links von der Lampe?,laptop,computer,query,The device is a laptop.
20645705,n98544,Sieht die Heizung neben der Toilette weiß und groß aus?,no,no,logical,"No, the heater is white but small."
201795846,n119944,Scheint der Mann zu sitzen?,no,yes,verify,"No, the man is standing."
201143364,n276011,Was befindet sich oben auf dem Tisch?,flowers,flowers,query,The flowers are on top of the table.
20827171,n283587,"Sieht der Beistelltisch, der nicht groß ist, hölzern und lang aus?",no,yes,logical,"No, the side table is wooden but short."
201859351,n546884,Woraus besteht der Deckel?,plastic,floor,query,The lid is made of plastic.
201595841,n302358,Sitzt die Person in der Nähe des Grases auf einer Bank?,yes,yes,verify,"Yes, the man is sitting on a bench."
20923252,n480253,Was ist neben der Scheune geparkt?,ambulance,truck,query,The ambulance is parked alongside the barn.
202243438,n557666,Welche Art von Fahrzeug ist metallisch?,truck,car,query,The vehicle is a truck.
20923257,n480253,"Ist der Krankenwagen, der links von den Arbeitern steht, neben der Scheune geparkt?",yes,yes,verify,"Yes, the ambulance is parked alongside the barn."
20923256,n480253,Welches Fahrzeug ist neben der Scheune geparkt?,ambulance,truck,query,The vehicle is an ambulance.
201976414,n279173,Sind die Flaggen dreieckig und rot?,no,no,logical,"No, the flags are triangular but white."
20600137,n196058,"Was ist unter den Zebras, neben denen der Felsen liegt?",grass,grass,query,The grass is beneath the zebras.
20600132,n196058,"Was ist unter dem Zebra, das nicht groß ist?",grass,grass,query,The grass is beneath the zebra.
20632010,n570181,Ist der Baseballhandschuh hell?,yes,no,verify,"Yes, the baseball mitt is bright."
20306515,n554880,"Wie heißt das Gerät, das der junge Mann in der Nähe des Geschenks hält?",cell phone,camera,query,The device is a cell phone.
202228132,n77818,Welche Art von Gerät ist nicht beleuchtet?,speaker,television,query,The device is a speaker.
20692296,n499081,Was ruht auf dem Marmortresen?,books,towel,query,The books are resting on the counter.
20692294,n499081,Befinden sich die Bücher links oder rechts vom Holzschrank?,left,left,choose,The books are to the left of the cabinet.
202262373,n28572,Ist die Tasse vor dem Becher grün und klein?,no,no,logical,"No, the mug is small but white."
20679393,n493357,Sind Robben oder Kaninchen auf dem Bild?,no,no,logical,"No, there are no seals or bunnies."
202243431,n557666,Was ist das große Fahrzeug?,truck,car,query,The vehicle is a truck.
201556497,n525901,"Wie heißt das Möbelstück, das nicht klein ist?",shelf,desk,query,The piece of furniture is a shelf.
201556499,n525901,Welche Art von Möbeln ist nicht klein?,shelf,shelf,query,The furniture is a shelf.
20177492,n55058,Sehen Sie irgendwelche Gabeln?,no,no,verify,"No, there are no forks."
20711540,n549922,Welche Art von Spielzeug ist weich?,stuffed bear,stuffed bear,query,The toy is a stuffed bear.
20711546,n549922,Was ist das bunte Spielzeug auf dem Bild?,stuffed bear,stuffed bear,query,The toy is a stuffed bear.
201997192,n250715,Sieht der Stuhl groß aus?,yes,no,verify,"Yes, the chair is large."
20866524,n579256,Ist der Behälter aus Kunststoff hell und blau?,no,no,logical,"No, the container is light but white."
20866526,n579256,Welchen Ton hat der Behälter aus Kunststoff?,light,white,query,The container has light tone.
20866521,n579256,"Auf welcher Seite des Bildes befindet sich der Kunststoffbehälter, rechts oder links?",right,left,choose,The container is on the right of the image.
201510327,n541854,Um welche Art von Obst handelt es sich?,pear,apple,query,The fruit is a pear.
201492240,n9856,Welches Kleidungsstück ist nicht langärmelig?,baseball mitt,cap,query,The clothing item is a baseball mitt.
20691652,n153293,"Welche Farbe haben die Handtücher aus Stoff, schwarz oder weiß?",black,black,choose,The towels are black.
202144423,n37274,"Welche Farbe hat die kurze Hose, die der Mann trägt?",brown,black,query,The shorts are brown.
20349798,n468864,Wer trägt das Hemd?,woman,woman,query,The woman is wearing a shirt.
201663481,n35676,Gibt es neue Geschirrspüler?,yes,no,verify,"Yes, there is a new dishwasher."
20692079,n499081,Wie groß ist das Waschbecken?,small,small,query,The sink is small.
201153290,n160664,Wer starrt die Giraffe an?,woman,man,query,The woman is staring at the giraffe.
201153292,n160664,Welches Tier starrt die Person vor dem Pfosten an?,giraffe,giraffe,query,The woman is staring at the giraffe.
201153293,n160664,Welches Tier starrt die Frau an?,giraffe,giraffe,query,The woman is staring at the giraffe.
201153297,n160664,Welche Art von Tier starrt die Frau an?,giraffe,giraffe,query,The woman is staring at the giraffe.
20645858,n98544,Welche Farbe hat das kleine Badezimmer?,white,white,query,The bathroom is white.
201535714,n272098,Welche Art von Kleidung ist gelb?,coat,shirt,query,The clothing is a coat.
20652278,n400036,Was haben der Fussball und der Rucksack gemeinsam?,shape,color,compare,"The shape, both the soccer ball and the backpack are round."
201535713,n272098,Welche Art von Kleidung ist gelb?,coat,shirt,query,The clothing is a coat.
201111170,n546616,Der Tisch hat welche Farbe?,brown,brown,query,The table is brown.
20891561,n347706,Trägt das Kind kurze Hosen?,yes,shirt,verify,"Yes, the kid is wearing shorts."
20891560,n347706,Was hat das Kind an?,shorts,window,query,The child is wearing shorts.
20503737,n324644,Ist der Aufkleber sowohl weiß als auch rechteckig?,no,yes,logical,"No, the sticker is rectangular but purple."
20503730,n324644,"Welche Farbe hat der Aufkleber, der rechteckig aussieht?",purple,white,query,The sticker is purple.
201974600,n274905,Welche Farbe hat das Hemd?,dark blue,pink,query,The shirt is dark blue.
201972712,n541482,Welche Farbe hat der Himmel?,blue,blue,query,The sky is blue.
20783517,n355339,"Sehen Sie irgendwelche Stühle, die nicht rot sind?",no,no,verify,"No, there is a chair but it is red."
20797833,n16656,Der Mann steht vor was?,tree,trees,query,The man is in front of the tree.
20797830,n16656,"Wer steht vor dem Baum, der vor dem Himmel steht?",man,woman,query,The man is in front of the tree.
20342305,n16425,"Scheint die Person, die sich vor der anderen Person befindet, zu sitzen?",no,no,verify,"No, the person is walking."
20783519,n355339,"Welches Möbelstück steht vor den Menschen, die um den Tisch sitzen?",chair,table,query,The piece of furniture is a chair.
20797834,n16656,Vor was steht der Mann?,tree,trees,query,The man is in front of the tree.
2053782,n146555,Woraus besteht der Bürgersteig?,concrete,road,query,The sidewalk is made of concrete.
202106445,n574498,Gibt es grüne Snowboards oder Schläger?,yes,yes,logical,"Yes, there is a green racket."
201401744,n155555,Sieht der blaue Himmel hell und klar aus?,no,no,logical,"No, the sky is bright but cloudy."
20536241,n410476,Wie schwer ist der Bison?,heavy,heavy,query,The bison is heavy.
2053786,n146555,Sieht der Betonbürgersteig rau und gepflastert aus?,yes,yes,logical,"Yes, the sidewalk is rough and paved."
20899760,n186491,Was für ein Gerät befindet sich links von den Tomaten?,laptop,computer,query,The device is a laptop.
20899763,n186491,"Gibt es links neben den Tomaten, die in der Schüssel sind, irgendwelche Telefone?",no,yes,verify,"No, there is a laptop to the left of the tomatoes."
20536249,n410476,Was macht der Bison?,looking down,shorts,query,The bison is looking down.
20899769,n186491,Welche Art von Gerät sitzt auf dem quadratischen Tisch?,laptop,computer,query,The device is a laptop.
20306372,n554880,Welches Gerät hält die Frau?,camera,camera,query,The woman is holding the camera.
20306370,n554880,"Was ist das Gerät, das die junge Frau hält?",camera,camera,query,The device is a camera.
20866380,n579256,Welche Farbe hat der Boden?,gray,gray,query,The floor is gray.
201467402,n295771,Was haben die Tür und der Raum gemeinsam?,color,color,compare,"The color, both the door and the room are white."
20518336,n141939,"Welche Art von Gerät befindet sich unter der Spüle, die auf dem Bild zu sehen ist?",radiator,phone,query,The appliance is a radiator.
20518337,n141939,Welche Art von Gerät befindet sich unter der Spüle?,radiator,phone,query,The appliance is a radiator.
20518334,n141939,Was ist unter dem Waschbecken auf der Arbeitsplatte?,radiator,toilet,query,The radiator is under the sink.
20518335,n141939,Was ist unter dem Waschbecken?,radiator,toilet,query,The radiator is under the sink.
20518339,n141939,Sehen Sie irgendwelche Schubladen unter dem Waschbecken?,no,yes,verify,"No, there is a radiator under the sink."
20480525,n520071,Sehen die großen Bücher bunt und dick aus?,no,yes,logical,"No, the books are colorful but thin."
202053173,n334278,Wer auf diesem Foto starrt?,umpire,umpire,query,The umpire is staring.
20183255,n151768,"Worauf sitzt die Frau, die nicht jung ist?",steps,ground,query,The woman is sitting on top of the steps.
20797661,n16656,Hinter welchem Tier befindet sich der Schuh?,cat,cat,query,The shoe is behind the cat.
201548930,n314171,Was enthält der Raum?,picture,refrigerator,query,The room is holding the picture.
20157379,n170941,Welche Art von Möbeln sind hölzern?,table,table,query,The furniture is a table.
20257105,n441859,Haben die Schwimmweste und das Hemd die gleiche Farbe?,no,yes,compare,"No, the life vest is black and the shirt is white."
20709846,n24526,In welchem Teil befindet sich der offene Regenschirm?,left,right,query,The umbrella is on the left of the image.
20754796,n566028,Hat das Skateboard eine braune Farbe und ist es groß?,no,yes,logical,"No, the skateboard is brown but small."
202169340,n451187,"Befindet sich die Bank vor der Frau, von welcher aus der Mann links ist?",yes,yes,verify,"Yes, the bench is in front of the woman."
20963807,n119886,Was ist unter dem Spiegel?,faucet,toilet,query,The faucet is beneath the mirror.
2053569,n146555,"Wird Kunststoff verwendet, um die Flasche rechts von der Kuh herzustellen?",yes,yes,verify,"Yes, the bottle is made of plastic."
20941978,n137182,"Steht das Gebäude vor den Bäumen, die nicht kurz sind?",yes,no,verify,"Yes, the building is in front of the trees."
20667405,n181355,"Welche Vorrichtung befindet sich rechts von dem Mann, der vor dem Kissen sitzt?",wii controller,remote control,query,The device is a Wii controller.
202156967,n543966,"Welche Farbe hat der Schmutz, auf dem sich die Elefanten befinden?",brown,gray,query,The dirt is brown.
20757114,n433532,"Glauben Sie, dass diese Dame nach unten schaut?",yes,no,verify,"Yes, the lady is looking down."
20757119,n433532,Was macht die Dame?,looking down,cooking,query,The lady is looking down.
20394761,n369313,Was trägt die Frau?,dress,dress,query,The woman is wearing a dress.
20394760,n369313,Was trägt die glückliche Frau?,dress,dress,query,The woman is wearing a dress.
202053318,n334278,Ist die athletische Person vor dem Schiedsrichter jung und weiblich?,no,no,logical,"No, the batter is young but male."
202174529,n398429,Ist das Fenster rechteckig und weiß?,yes,yes,logical,"Yes, the window is rectangular and white."
20403340,n249639,Welche Form hat der große Spiegel?,square,round,query,The mirror is square.
20306592,n554880,Befindet sich die Kamera auf der rechten Seite des Bildes?,no,no,verify,"No, the camera is on the left of the image."
20403344,n249639,Gibt es einen Spiegel in der Nähe der weißen Lampe?,yes,yes,verify,"Yes, there is a mirror near the lamp."
201887219,n429961,Auf welcher Seite des Bildes befindet sich die Aubergine?,right,left,query,The eggplant is on the right of the image.
201902722,n435808,Welche Farbe hat der Monitor rechts neben dem anderen Monitor?,black,black,query,The monitor is black.
20492039,n335542,Welches Tier läuft auf dem Boden?,birds,bear,query,The birds are walking on the ground.
201902726,n435808,Was steht oben auf dem Schreibtisch?,monitor,keyboard,query,The monitor sits on top of the desk.
202100478,n386688,Sieht der Himmel hell und blau aus?,no,no,logical,"No, the sky is blue but dull."
20287967,n317260,"Sitzen sowohl die Zuschauer links vom Schlagmann, als auch die Zuschauer  rechts vom Schlagmann?",yes,yes,logical,"Yes, both the spectators and the spectators are sitting."
20896252,n548534,Ist der Plastikbehälter auf der linken Seite des Bildes?,yes,no,verify,"Yes, the container is on the left of the image."
