id,imageId,question,gold_answer,cclm_answer,xgqa_type,fullAnswer
2017241,n324908,চুল কি একটি জেব্রার উপরে রয়েছে?,no,no,verify,"No, the hair is above a horse."
2017243,n324908,শার্টের চেয়ে ছোট কী?,hair,short,query,The hair is smaller than the shirt.
2017244,n324908,চুল কিসের চেয়ে ছোট?,shirt,short,query,The hair is smaller than the shirt.
2017250,n324908,শার্টটি কি উজ্জ্বল এবং সাদাকালো?,no,yes,logical,"No, the shirt is bright but colorful."
2017261,n324908,শার্টটি কি সাদাকালো নাকি রঙিন?,colorful,red,choose,The shirt is colorful.
2017267,n324908,প্যান্টের উপরের শার্টের কী রঙ রয়েছে বলে আপনি মনে করেন?,red,red,query,The shirt has red color.
2017287,n324908,লম্বা লেজটি কি দেখতে ঝোপঝাড়ের মত এবং কালো?,yes,shorts,logical,"Yes, the tail is bushy and black."
2017333,n324908,কোন ধরণের প্রাণী বড়?,horse,horse,query,The animal is a horse.
2017336,n324908,"কোন ধরণের প্রাণী বড় নয়, ঘোড়া নাকি ছাগল?",goat,horse,choose,The goat is not large.
2017338,n324908,কোন ধরণের প্রাণী বড় নয়?,goat,dog,query,The animal is a goat.
2017344,n324908,কোন প্রাণী হাঁটছে?,horse,horse,query,The animal is a horse.
2017348,n324908,কোন প্রাণী হাঁটছে না?,goat,no,query,The animal is a goat.
2017402,n324908,"ঘোড়াটি কী রঙের, গাড় বাদামি নাকি ট্যান?",dark brown,brown,choose,The horse is dark brown.
2017416,n324908,ঘোড়া বা জেব্রা আছে যেগুলি দৌড়াচ্ছে?,no,yes,logical,"No, there is a horse but it is walking."
2017430,n324908,চুলের নিচের ঘোড়া কোথায় দাঁড়িয়ে আছে?,pasture,ground,query,The horse is standing in the pasture.
2017433,n324908,ঘোড়াটি কোথায় দাঁড়িয়ে আছে?,pasture,field,query,The horse is standing in the pasture.
2017435,n324908,বাদামি প্রাণীটির বামের প্রাণীটি কী?,horse,horse,query,The animal is a horse.
2017448,n324908,ওই ঘোড়াটি কি একটি ভেড়ার বামে?,no,no,verify,"No, the horse is to the left of the goat."
2017449,n324908,বাদামি দেখতে ছাগলের কাছে কোন প্রাণী হাঁটছে?,horse,yes,query,The horse is walking near the goat.
2017455,n324908,চুলের নিচের ঘোড়াটি কোন প্রাণীর পাশ দিয়ে হেটে যাচ্ছে?,goat,dog,query,The horse is walking by the goat.
2017461,n324908,ঘোড়াটি কোন প্রাণীর পাশ দিয়ে হেঁটে যাচ্ছে?,goat,dog,query,The horse is walking by the goat.
2017472,n324908,চুলের নিচের প্রাণীটি কী?,horse,horse,query,The animal is a horse.
2017479,n324908,চারণভূমি পেরিয়ে যাচ্ছে কোন প্রাণী?,horse,horse,query,The horse is walking across the pasture.
2017480,n324908,কোন ধরণের প্রাণী ঘাসের চারণভূমি জুড়ে হাঁটছে?,horse,horse,query,The animal is a horse.
2017493,n324908,পর্বতের চেয়ে উঁচু কী?,sky,mountain,query,The sky is higher than the mountains.
2017494,n324908,হালকা নীল আকাশ কিসের চেয়ে উঁচু?,mountains,mountain,query,The sky is higher than the mountains.
2017495,n324908,আকাশ কিসের চেয়ে উঁচু?,mountains,mountain,query,The sky is higher than the mountains.
2017506,n324908,সরু নয় যে পাহাড়গুলি সেগুলি কিসের চেয়ে উঁচু বলে আপনি মনে করেন?,pasture,shorts,query,The mountains are higher than the pasture.
2044425,n184551,ছাতার কি ব্যাগের মত একই রঙ আছে?,yes,black,compare,"Yes, both the umbrella and the bag are blue."
2044442,n184551,জ্যাকেটটি কি ধূসর রঙের এবং লম্বা দৈর্ঘ্যের?,yes,gray,logical,"Yes, the jacket is gray and long."
2044447,n184551,জ্যাকেটটির রঙ কী বলে আপনি মনে করেন?,gray,gray,query,The jacket is gray.
2044506,n184551,লোকটি কী করছে?,reading,posing,query,The man is reading.
2044513,n184551,মহিলাটির পাশের ব্যক্তিটি কি ঘুমাচ্ছেন বা পড়ছেন বলে মনে হচ্ছে?,reading,sleeping,choose,The man is reading.
2044518,n184551,কে জুতা পরে রয়েছে?,man,woman,query,The man is wearing shoes.
2044527,n184551,দালানটির কাছে কি একটি বেড়া রয়েছে?,no,no,verify,"No, there is a man near the building."
2044572,n184551,লোকটি কী দ্বারা আবৃত?,umbrella,umbrella,query,The man is covered by the umbrella.
2044576,n184551,ব্যাগের বামপাশের ব্যক্তিটি কি একটি ছাতা দ্বারা ঢাকা?,yes,rain,verify,"Yes, the man is covered by an umbrella."
2044578,n184551,সিড়ির উপরে কে?,man,people,query,The man is on the steps.
2044579,n184551,লোকটি কিসের উপরে?,steps,stairs,query,The man is on the steps.
2044581,n184551,লোকটি কিসের উপরে রয়েছে?,steps,stairs,query,The man is on the steps.
2044613,n184551,লম্বা প্যান্টের রঙ কী?,khaki,tan,query,The pants are khaki.
2044638,n184551,এমন কি কোনো পুরুষ বা মহিলা আছে যারা সুখী?,yes,yes,logical,"Yes, the woman is happy."
2044674,n184551,মহিলাটি কি স্থির এবং দুঃখী?,no,no,logical,"No, the woman is still but happy."
2044703,n184551,আপনি কি স্থির লোকটির কাছে কোনো মহিলাকে দেখতে পাচ্ছেন?,yes,yes,verify,"Yes, there is a woman near the man."
2044712,n184551,লোকটি যে ছাতাটির নিচে আছে সেটি কে ধরে আছে?,woman,woman,query,The woman holds the umbrella.
2044716,n184551,মহিলাটি কী ধরে আছে?,umbrella,umbrella,query,The woman holds the umbrella.
2044774,n184551,খোলা ছাতাটি কোন রঙের?,blue,black,query,The umbrella is blue.
2044837,n184551,জিন্সগুলি কি লম্বা এবং কালো?,no,short,logical,"No, the jeans are long but blue."
2044861,n184551,লোকটির ডানপাশে থাকা ব্যাগটি কি নীল এবং আয়তাকার?,yes,blue,logical,"Yes, the bag is blue and rectangular."
2044903,n184551,ব্যাগটি ছাতা দ্বারা আবৃত লোকটির বামে নাকি ডানে?,right,left,choose,The bag is to the right of the man.
2046245,n71728,টেবিলটি কি বেঞ্চের মত একই উপাদানে তৈরি?,yes,wood,compare,"Yes, both the table and the bench are made of wood."
2046274,n71728,"ছেলেটির বামের লোকটি কিসের উপরে হেলান দিয়ে রয়েছে, একটি টেবিল নাকি বইয়ের তাক?",table,table,choose,The man is leaning on a table.
2046276,n71728,ছেলেটির বামের বয়স্ক লোকটি কি একটি নাইটস্ট্যান্ডের উপরে হেলান দিয়ে রয়েছে?,no,no,verify,"No, the man is leaning on a table."
2046311,n71728,বাটিটির বামপাশের লোকটি কি চিকন এবং তরুণ?,no,no,logical,"No, the man is thin but old."
2046314,n71728,লোকটি কতটা মোটা যার বামে বাটিটি রয়েছে?,thin,large,query,The man is thin.
2046332,n71728,"বাটিটির বামে থাকা লোকটি কোন আসবাবে হেলান দিয়ে রয়েছে, একটি টেবিল নাকি একটি পালঙ্ক?",table,table,choose,The man is leaning on a table.
2046334,n71728,বাটিটির বামের লোকটি কি একটি পালঙ্কের উপরে হেলান দিয়ে আছে?,no,yes,verify,"No, the man is leaning on the table."
2046358,n71728,বয়স্ক নয় ব্যক্তিটি কতখানি লম্বা?,short,short,query,The boy is short.
2046416,n71728,তরুণ ব্যক্তিটি লোকটির ডানে নাকি বামে যার পাশে মহিলাটি বসে রয়েছেন?,right,left,choose,The boy is to the right of the man.
2046418,n71728,মহিলাটির পাশে কে বসে রয়েছে?,boy,man,query,The boy sits beside the woman.
2046420,n71728,যুবক ব্যক্তিটি কার পাশে বসে রয়েছে বলে আপনি মনে করেন?,woman,lady,query,The boy sits beside the woman.
2046421,n71728,ছেলেটি কার পাশে বসে আছে?,woman,lady,query,The boy sits beside the woman.
2046432,n71728,মহিলাটির ডানের লোকটি কি বয়স্ক এবং সুখী উভয়ই?,yes,yes,logical,"Yes, the man is old and happy."
2046438,n71728,সুখী মানুষটির বয়স কত?,old,old,query,The man is old.
2046473,n71728,সুখী মানুষটি মাঝখানের মহিলার বামে নাকি ডানে?,right,left,choose,The man is to the right of the woman.
2046480,n71728,সুখী মানুষটি কি বেঞ্চের ডানপাশে নাকি বামপাশে?,right,left,choose,The man is to the right of the bench.
2046482,n71728,যুবকটির পাশে কে বসে আছে?,man,woman,query,The man is sitting beside the boy.
2046483,n71728,ছেলেটির পাশে কে বসে আছে?,man,woman,query,The man is sitting beside the boy.
2046485,n71728,যে লোকটি দুঃখী নয় সে কার পাশে বসে আছে?,boy,lady,query,The man is sitting beside the boy.
2046513,n71728,কোন ধরণের আসবাব কাঠের তৈরি?,table,chair,query,The piece of furniture is a table.
2046516,n71728,কোন ধরণের আসবাব আয়তাকার?,table,table,query,The piece of furniture is a table.
2046530,n71728,এই ছবিতে কি কোনও মহিলা আছে?,yes,yes,verify,"Yes, there is a woman."
2046539,n71728,এমন কি মহিলা আছে যারা যুবতী নয়?,yes,no,verify,"Yes, there is a old woman."
2046563,n71728,ছেলেটির বামের মহিলাটি কি বয়স্ক এবং খাটো?,yes,old,logical,"Yes, the woman is old and short."
2046588,n71728,মহিলাটি ছবির মাঝখানের লোকটির বামে নাকি ডানে?,right,left,choose,The woman is to the right of the man.
2046594,n71728,মহিলাটি কি বামের লোকটির বামে?,no,left,verify,"No, the woman is to the right of the man."
2046595,n71728,মহিলাটি ডানপাশের লোকটির ডানে নাকি বামে?,right,left,choose,The woman is to the right of the man.
2046605,n71728,মহিলাটি ডানের লোকটির বামে নাকি ডানে?,left,left,choose,The woman is to the left of the man.
2046625,n71728,গ্লাসটি কি ছোট?,yes,small,verify,"Yes, the glass is small."
2046643,n71728,কাঠের তৈরি টেবিলে কী বসে আছে?,glass,bowl,query,The glass is sitting on the table.
2046644,n71728,টেবিলে কী বসে আছে?,glass,glass,query,The glass is sitting on the table.
2046656,n71728,বেঞ্চের ডানপাশের বাটিটি কি বর্গাকার এবং মসৃণ?,no,square,logical,"No, the bowl is smooth but round."
2046678,n71728,গোলাকার বাটিটি বামপাশের লোকটির বামে নাকি ডানে?,right,right,choose,The bowl is to the right of the man.
2046684,n71728,কোন বেঞ্চ বা ব্যান্ডেজ আছে কি?,yes,no,logical,"Yes, there is a bench."
2046712,n71728,লম্বা বেঞ্চটি ছবির কোন পাশে?,left,left,query,The bench is on the left of the image.
2053501,n146555,মোটরসাইকেলটি কি স্ট্রিটলাইটের মতো একই উপাদান দিয়ে তৈরি?,yes,motorcycle,compare,"Yes, both the motorcycle and the streetlight are made of metal."
2053505,n146555,থাম্বা এবং মোটরবাইক কি একই উপাদান দিয়ে তৈরি?,no,metal,compare,"No, the post is made of wood and the motorbike is made of metal."
2053509,n146555,বোতলটি কি মোটরসাইকেলের মতো একই উপাদান দিয়ে তৈরি?,no,plastic,compare,"No, the bottle is made of plastic and the motorcycle is made of metal."
2053511,n146555,বোতলটি কি পোস্টের মত একই উপাদানে তৈরি?,no,plastic,compare,"No, the bottle is made of plastic and the post is made of wood."
2053521,n146555,ঐ জনসমাগম কি পর্যাপ্ত দেখাচ্ছে?,yes,empty,verify,"Yes, the crowd is abundant."
2053524,n146555,কোন বাস বা গাড়ি আছে কি?,no,car,logical,"No, there are no cars or buses."
2053532,n146555,জনসমাগমের উপরে কী ঝুলছে?,street light,flag,query,The light post hangs above the crowd.
2053533,n146555,ধাতুর তৈরি লাইট পোস্টটি কার উপরে ঝুলছে?,crowd,pole,query,The streetlight hangs above the crowd.
2053547,n146555,ছবিতে কি এমন কোনও বোতল রয়েছে যা কাচ দিয়ে তৈরি নয়?,yes,no,verify,"Yes, there is a bottle that is made of plastic."
2053559,n146555,প্লাস্টিকের বোতলটি কোন পাশে রয়েছে?,right,left,query,The bottle is on the right of the image.
2053569,n146555,গরুটির ডানপাশের বোতল তৈরিতে কি প্লাস্টিক ব্যবহার করা হয়েছে?,yes,plastic,verify,"Yes, the bottle is made of plastic."
2053572,n146555,বোতলটি কী দিয়ে তৈরি?,plastic,plastic,query,The bottle is made of plastic.
2053586,n146555,প্লাস্টিকের বোতলটি কি কোনো গরুর ডানপাশে?,yes,yes,verify,"Yes, the bottle is to the right of a cow."
2053593,n146555,রাস্তাটি কি নোংরা এবং পাকা?,yes,no,logical,"Yes, the street is dirty and paved."
2053598,n146555,রাস্তাটি কতটা পরিষ্কার?,dirty,dirty,query,The street is dirty.
2053640,n146555,বড় প্রাণীটির নাম কী?,cow,cow,query,The animal is a cow.
2053690,n146555,গরুটি কি ছোট এবং স্থির?,no,no,logical,"No, the cow is still but large."
2053705,n146555,যে প্রাণীটি ছোট নয় সে কি শুয়ে রয়েছে বলে মনে হচ্ছে?,yes,box,verify,"Yes, the cow is lying."
2053748,n146555,বোতলটির বামপাশে কোন ধরণের প্রাণী?,cow,cow,query,The animal is a cow.
2053761,n146555,বড় গরুটি কাকে দেখছে?,crowd,market,query,The cow is watching the crowd.
2053763,n146555,গরুটি কাকে দেখছে?,crowd,market,query,The cow is watching the crowd.
2053782,n146555,ফুটপাথ কী দিয়ে তৈরি?,concrete,concrete,query,The sidewalk is made of concrete.
2053786,n146555,কংক্রিটের ফুটপাথটি কি রুক্ষ এবং পাকা দেখাচ্ছে?,yes,no,logical,"Yes, the sidewalk is rough and paved."
2053834,n146555,যে ব্যক্তিটি দাঁড়িয়ে আছে সে কিসের সাথে হেলান দিয়ে আছে?,buildings,cart,query,The man is leaning against the buildings.
2053835,n146555,লোকটি কিসের সাথে হেলান দিয়ে আছে?,buildings,cart,query,The man is leaning against the buildings.
2053841,n146555,দাঁড়িয়ে থাকা লোকটি কাকে দেখছে?,crowd,traffic light,query,The man is watching the crowd.
2053843,n146555,লোকটি কী দেখছে?,crowd,store,query,The man is watching the crowd.
2053851,n146555,দাঁড়িয়ে থাকা ব্যক্তিটি কি চশমা পরে আছেন?,no,shirt,verify,"No, the man is wearing jeans."
2053859,n146555,পাথরের ভবনগুলি কি নতুন এবং লম্বা?,no,short,logical,"No, the buildings are tall but old."
2053901,n146555,শার্টটি কী রঙের বলে আপনি মনে করেন?,blue,black,query,The shirt is blue.
2053913,n146555,শার্টটি কি দেখতে ছোট হাতা নাকি বড় হাতা?,short sleeved,large,choose,The shirt is short sleeved.
2053915,n146555,আপনি কি কোনো মোটরসাইকেল বা পতাকা দেখতে পাচ্ছেন?,yes,yes,logical,"Yes, there is a motorcycle."
2058421,n497658,দরজা এবং লোগো কি একই রঙের?,yes,white,compare,"Yes, both the door and the logo are white."
2058428,n497658,এই দৃশ্যে কি বিমান রয়েছে যেগুলি বিশাল?,yes,airplane,verify,"Yes, there is an airplane that is huge."
2058479,n497658,আকাশ কি মেঘলা এবং উজ্জ্বল?,yes,cloudy,logical,"Yes, the sky is cloudy and bright."
2058488,n497658,লোগোটি কি ছোট আকারের এবং সাদা রঙের?,yes,no,logical,"Yes, the logo is small and white."
2058506,n497658,লোগোটি কী রঙের?,white,white,query,The logo is white.
2058513,n497658,গাড়ি বা জানালা আছে কি?,yes,yes,logical,"Yes, there are windows."
2058536,n497658,কাচের জানালাগুলি কি বড় নাকি ছোট?,small,large,choose,The windows are small.
2058558,n497658,দরজাটি কি সাদা এবং খোলা?,no,yes,logical,"No, the door is white but closed."
2058583,n497658,দরজা কি বন্ধ নাকি খোলা?,closed,closed,choose,The door is closed.
2058588,n497658,গাছগুলি কি বাদামী এবং উঁচু?,no,green,logical,"No, the trees are high but green."
2058595,n497658,গাছগুলি কি সবুজ বলে মনে হচ্ছে?,yes,green,verify,"Yes, the trees are green."
2065884,n356822,লোকটির ডানপাশের মেয়েটি কি সুখী এবং বয়স্ক?,no,young,logical,"No, the girl is happy but young."
2065903,n356822,মেয়েটি কী পরে রয়েছে?,sweater,glove,query,The girl is wearing a sweater.
2065922,n356822,তরুণী মেয়েটি জ্যাকেট পরা লোকটির ডানে নাকি বামে?,right,left,choose,The girl is to the right of the man.
2065938,n356822,মেয়েটি ছেলেটির ডানে নাকি বামে?,left,right,choose,The girl is to the left of the boy.
2065946,n356822,ছেলেটি ছবির কোন পাশে?,right,left,query,The boy is on the right of the image.
2065971,n356822,লোকটির ডানের ছেলেটি কি সুখী এবং বয়স্ক?,no,young,logical,"No, the boy is happy but young."
2066007,n356822,ছেলেটি তার পাশে বসে থাকা লোকটির ডানে নাকি বামে?,right,left,choose,The boy is to the right of the girl.
2066009,n356822,ছেলেটি কিসের পাশে বসে আছে?,girl,glove,query,The boy is sitting next to the girl.
2066010,n356822,ছেলেটি কি মেয়েটির পাশে বসে আছে?,yes,yes,verify,"Yes, the boy is sitting next to the girl."
2066024,n356822,ছেলেটি বামপাশে থাকা লোকটির বামে নাকি ডানে?,right,right,choose,The boy is to the right of the man.
2066025,n356822,চামড়ার তৈরি বেসবল মিটটি কে ধরে আছে?,boy,girl,query,The boy is holding the baseball mitt.
2066026,n356822,বেসবল মিটটি কে ধরে আছে?,boy,boy,query,The boy is holding the baseball mitt.
2066027,n356822,ওই ছেলেটি কী ধরে রেখেছে?,baseball mitt,glove,query,The boy is holding the baseball mitt.
2066032,n356822,লোকটির ডানে থাকা ছেলেটি কী পরে রয়েছে?,sweater,glove,query,The boy is wearing a sweater.
2066033,n356822,ছেলেটি কী পরে রয়েছে?,sweater,glove,query,The boy is wearing a sweater.
2066041,n356822,কোন ধরণের পোশাক চামড়া দিয়ে তৈরি?,baseball mitt,glove,query,The clothing is a baseball mitt.
2066045,n356822,কী ধরণের পোশাক বাদামী?,baseball mitt,glove,query,The clothing is a baseball mitt.
2066046,n356822,কোন ধরণের পোশাক বাদামী?,baseball mitt,glove,query,The clothing is a baseball mitt.
2066047,n356822,"কোন ধরণের পোশাক বাদামি, সোয়েটার নাকি বেসবল মিট?",baseball mitt,baseball bat,choose,The baseball mitt is brown.
2066050,n356822,কোন ধরণের পোশাক বাদামী নয়?,sweater,glove,query,The clothing is a sweater.
2066069,n356822,লোকটি কোন পাশে?,left,left,query,The man is on the left of the image.
2066076,n356822,লোকটি কি বয়স্ক?,yes,young,verify,"Yes, the man is old."
2066094,n356822,মেয়েটির বামের ব্যক্তিটি কি সুখী এবং তরুণী?,no,happy,logical,"No, the man is happy but old."
2066119,n356822,বয়স্ক লোকটি কার পাশে বসে রয়েছে?,girl,boy,query,The man is sitting next to the girl.
2066120,n356822,লোকটি কার পাশে বসে আছেন?,girl,boy,query,The man is sitting next to the girl.
2066122,n356822,বয়স্ক লোকটি কি মেয়েটির পাশে বসে আছেন?,yes,yes,verify,"Yes, the man is sitting next to the girl."
2066171,n356822,গোলাপী পোশাকটির নাম কী?,sweater,glove,query,The clothing item is a sweater.
2066174,n356822,কোন পোশাকটি গোলাপি?,sweater,glove,query,The clothing item is a sweater.
2066178,n356822,মেয়েটি যে সোয়েটারটি পরে রয়েছে সেটি কোন রঙের?,pink,brown,query,The sweater is pink.
2066184,n356822,কোন ধরণের পোশাক সাদা?,sweater,glove,query,The clothing is a sweater.
2066187,n356822,"কোন ধরণের পোশাক সাদা নয়, বেসবল মিট নাকি সোয়েটার?",baseball mitt,soap,choose,The baseball mitt is not white.
2066188,n356822,যে পোশাকটি সাদা নয় তাকে কী বলা হয়?,baseball mitt,glove,query,The clothing item is a baseball mitt.
2066189,n356822,কোন ধরণের পোশাক সাদা নয়?,baseball mitt,glove,query,The clothing is a baseball mitt.
2066195,n356822,বড় হাতা পোশাকের আইটেমটি কী?,jacket,shirt,query,The clothing item is a jacket.
2066197,n356822,কোন ধরণের পোশাক বড় হাতা?,jacket,glove,query,The clothing is a jacket.
2066199,n356822,"কোন ধরণের পোশাক বড় হাতা নয়, জ্যাকেট নাকি বেসবল মিট?",baseball mitt,jacket,choose,The baseball mitt is not long sleeved.
2066201,n356822,কোন ধরণের পোশাক বড় হাতা নয়?,baseball mitt,glove,query,The clothing is a baseball mitt.
2066204,n356822,কী ধরণের পোশাক কালো?,jacket,jacket,query,The clothing is a jacket.
2066213,n356822,জ্যাকেটটি কি কালো এবং বড় হাতা?,yes,no,logical,"Yes, the jacket is black and long sleeved."
2072741,n498140,দালান এবং সাইনের কি আলাদা রঙ আছে?,no,white,compare,"No, both the building and the sign are white."
2072747,n498140,স্ট্রিটলাইট এবং গ্রিলের মধ্য মিল কিসে?,material,color,compare,"The material, both the streetlight and the grill are metallic."
2072748,n498140,সাইনটির কি গ্রিলের মত একই রঙ আছে?,no,no,compare,"No, the grill is black and the sign is white."
2072761,n498140,কোনো আয়না বা ট্রে আছে কি?,no,no,logical,"No, there are no trays or mirrors."
2072766,n498140,চিমনি কি উঁচু এবং পরিষ্কার?,no,roof,logical,"No, the chimney is high but dirty."
2072778,n498140,চিমনিটা কতটা পরিষ্কার?,dirty,tinted,query,The chimney is dirty.
2072789,n498140,স্যুটকেস বা কার্ট আছে কি?,no,no,logical,"No, there are no suitcases or carts."
2072790,n498140,গ্রিলটা কি একজন বাস চালকের নিচে?,yes,yes,verify,"Yes, the grill is below a bus driver."
2072802,n498140,বাল গ্রিলের উপরে থাকা ব্যক্তিটির লিঙ্গ কী?,male,male,query,The bus driver is male.
2072811,n498140,গ্রিলের উপরে থাকা ব্যক্তিটি কি দেখতে শান্ত এবং পুরুষ?,yes,calm,logical,"Yes, the bus driver is calm and male."
2072815,n498140,যে ব্যক্তিটি মহিলা নয় তিনি কি দেখতে শান্ত?,yes,lady,verify,"Yes, the bus driver is calm."
2072906,n498140,এমন কি জানালা বা দরজা রয়েছে যা কাঠের তৈরি?,no,no,logical,"No, there is a window but it is made of glass."
2075476,n315859,ছবিটি কোন জায়গায় নেওয়া হয়েছিল?,lake,lake,query,It was taken at the lake.
2075477,n315859,এটি কোন জায়গা?,lake,lake,query,It is a lake.
2075481,n315859,শব্দ এবং গাছগুলো উভয়ই কি একই রঙের?,no,green,compare,"No, the words are red and the trees are green."
2075483,n315859,জাহাজঘাটটি কি বিমানের মতো একই উপাদানে তৈরি?,no,wood,compare,"No, the pier is made of wood and the airplane is made of metal."
2075484,n315859,জানালা এবং স্কি উভয়ই কি একই উপাদান দিয়ে তৈরি?,no,metal,compare,"No, the windows are made of glass and the skis are made of metal."
2075557,n315859,লম্বা দেখতে গাছগুলি কিসের পিছনে জন্মাচ্ছে?,lake,building,query,The trees are growing behind the lake.
2075615,n315859,প্রোপেলারটি কি কালো এবং সংকীর্ণ?,yes,rope,logical,"Yes, the propeller is black and narrow."
2075629,n315859,লেজটি কি দেখতে ত্রিভুজাকার লাল?,yes,flag,logical,"Yes, the tail is triangular and red."
2075644,n315859,সেই লেজের রঙ কি লাল?,yes,red,verify,"Yes, the tail is red."
2075670,n315859,কাঁচের জানালাগুলি কি গোলাকার এবং গাড়?,no,glass,logical,"No, the windows are dark but square."
