id,imageId,question,gold_answer,cclm_answer,xgqa_type,fullAnswer
201498767,n315887,Что за устройство перед плоским компьютером?,phone,ipod,query,The device is a phone.
20306764,n554880,Что сидит на полу?,gift,snowboard,query,The gift is sitting on the floor.
202144708,n37274,Справа от желтого напитка есть блендер?,yes,yes,verify,"Yes, there is a blender to the right of the liquor."
20306767,n554880,Подарок сидит на полу?,yes,snowboard,verify,"Yes, the gift is sitting on the floor."
201996815,n250715,"Из какого материала состоят круглые стекла, стекло или проволока?",glass,steak,choose,The glasses are made of glass.
201996813,n250715,Из чего сделаны очки?,glass,plastic,query,The glasses are made of glass.
202060122,n14087,Какое животное на диване?,dog,dog,query,The couch is behind the dog.
201067797,n367944,"Каков цвет устройства, которое находится слева от фотографии?",black,silver,query,The calculator is black.
20394919,n369313,Нож справа от мужчины?,no,knife,verify,"No, the knife is to the left of a man."
201497916,n315887,Какое устройство находится над клавиатурой?,monitor,computer mouse,query,The device is a monitor.
20303081,n318684,Что делает мужчина слева от очков?,resting,picture,query,The man is resting.
201498727,n315887,Из чего сделан телефон?,plastic,plastic,query,The telephone is made of plastic.
201873473,n309148,Есть красные пожарные машины?,no,yes,verify,"No, there is a fire truck but it is white."
201504960,n298104,Шорты большие и синие?,no,no,logical,"No, the shorts are blue but small."
20177575,n55058,"Какого цвета сервировочный поднос, который выглядит прямоугольным?",white,brown,query,The serving tray is white.
20381557,n398257,Устройство под рамкой выглядит черным?,no,computer monitor,verify,"No, the computer monitor is white."
201982068,n526228,"Из какого материала изготовлены брюки, из ткани или кожи?",cloth,t-shirt,choose,The trousers are made of cloth.
201878325,n342511,Кто этот пиджак?,man,woman,query,The jacket is worn around the man.
2075709,n315859,Ты видишь лыжи?,yes,no,verify,"Yes, there are skis."
201896034,n111390,"Как называется предмет мебели справа от леди, которая смотрит вниз на торт?",table,chair,query,The piece of furniture is a table.
201065497,n429883,Мужчина слева от исполнителя - брюнетка или блондинка?,blond,blond,choose,The man is blond.
20636999,n184385,Посуда рядом с кастрюлей имеет черный цвет и небольшой размер?,no,no,logical,"No, the spoon is small but silver."
201156466,n146522,Мячи слева от другого мяча выглядят светлыми?,yes,yes,verify,"Yes, the balls are light."
201885557,n222297,Какого пола купальник?,male,white,query,The swimsuit is male.
202081210,n314630,Тостер справа от холодильника?,no,toaster,verify,"No, the toaster is to the right of the house."
20117834,n494677,Деревья на поле голые или пышные?,lush,clear,choose,The trees are lush.
201438286,n66756,Сеть перед человеком?,yes,screen,verify,"Yes, the net is in front of the man."
20117781,n494677,Погода пасмурная?,yes,cloudy,verify,"Yes, it is cloudy."
201756501,n567860,Что общего у двери и у котенка?,color,color,compare,"The color, both the door and the kitten are white."
20716925,n67005,Куртка из хлопка большая или маленькая?,small,small,choose,The jacket is small.
20541270,n527290,Серый стул слева или справа от дивана на фотографии?,right,left,choose,The chair is to the right of the couch.
201056079,n259002,"Футболист, который слева от мяча женский или мужской?",male,male,choose,The soccer player is male.
20468617,n171169,Было ли железо использовано для изготовления забора?,no,no,verify,"No, the fence is made of wire."
2017235,n324908,Какого цвета волосы?,black,brown,query,The hair is black.
201480278,n39114,Шляпа мокрая?,no,glove,verify,"No, the hat is dry."
201056072,n259002,Кто бежит?,soccer player,girl,query,The soccer player is running.
20887449,n282436,Как называется это большое устройство?,keyboard,computer monitor,query,The device is a keyboard.
202102931,n386682,Что под микроволновкой?,dishwasher,dishwasher,query,The dishwasher is beneath the microwave.
201047479,n234683,Рубашка в платье серая или чешуйчатая?,teal,green,choose,The dress shirt is teal.
20672944,n59147,На какой стороне фотографии туалетная щетка?,left,left,query,The toilet brush is on the left of the image.
201752690,n262929,На чем мальчик?,bike,motorcycle,query,The boy is on the bike.
20672940,n59147,Вы видите какие-нибудь контейнеры или ловушки снов?,no,no,logical,"No, there are no containers or dream catchers."
201752694,n262929,Молодой человек на велосипеде?,yes,boy,verify,"Yes, the boy is on the bike."
20699276,n512257,"Как называется предмет одежды, который является военно-морским?",jacket,blazer,query,The clothing item is a jacket.
2097681,n513429,Что перед плакатом?,monitor,computer,query,The monitor is in front of the poster.
201760591,n350732,"На этом снимке есть и девушки, и футбольные мячи?",no,no,logical,"No, there is a soccer ball but no girls."
201110526,n546616,Что это за еда слева от ребенка?,marshmallow,glass,query,The food is a marshmallow.
20673099,n59147,На какой предмет мебели опирается туалетная бумага справа от туалета?,chair,table,query,The toilet paper is resting on the chair.
20673098,n59147,На что опирается туалетная бумага справа от унитаза?,chair,ottoman,query,The toilet paper is resting on the chair.
20361249,n352479,"Есть ли скейтбордисты или сноубордисты, которые прыгают?",no,no,logical,"No, there is a snowboarder but she is standing."
201480696,n39114,Какая форма скамейки?,rectangular,square,query,The bench is rectangular.
201438759,n66756,Коричневое поле кажется большим и грязным?,yes,yes,logical,"Yes, the field is large and dirty."
20361243,n352479,Кто стоит?,snowboarder,woman,query,The snowboarder is standing.
20667494,n181355,Какая мебель сделана из дерева?,coffee table,coffee table,query,The piece of furniture is a coffee table.
20667492,n181355,Какая мебель деревянная?,coffee table,couch,query,The piece of furniture is a coffee table.
20667493,n181355,"Как называется мебель, сделанная из дерева?",coffee table,coffee table,query,The piece of furniture is a coffee table.
201056254,n259002,Кто смотрит вверх?,spectator,girl,query,The spectator is looking up.
201064816,n88933,Какая мебель синяя?,sofa,chair,query,The furniture is a sofa.
2097684,n513429,Что это за монитор перед ним?,poster,computer mouse,query,The monitor is in front of the poster.
201064812,n88933,"Что это за мебель, шкаф или диван?",sofa,sofa,choose,This is a sofa.
201056252,n259002,"Как ты думаешь, что делает этот зритель?",looking up,playing,query,The spectator is looking up.
201064810,n88933,Что это за мебель?,sofa,chair,query,The piece of furniture is a sofa.
201935799,n500209,"Что это за контейнер из стекла, сидящий сверху?",shelf,books,query,The jar is sitting on top of the shelf.
20756897,n433532,Как называется гладкий кусок одежды?,robe,coat,query,The clothing item is a robe.
201065430,n429883,На какой стороне фотографии стулья?,right,left,query,The chairs are on the right of the image.
202243368,n557666,"Какого цвета рубашка, которую носит женщина?",white,white,query,The shirt is white.
202121334,n140421,Бутылка мыла и часы имеют одинаковый цвет?,yes,no,compare,"Yes, both the soap bottle and the clock are white."
201935797,n500209,Что сидит на полке?,jar,bowl,query,The jar is sitting on top of the shelf.
201639189,n497789,Автомобиль за зебрами выглядит черным?,no,car,verify,"No, the vehicle is white."
20741279,n23762,"Как ты думаешь, какого роста этот человек?",tall,tall,query,The person is tall.
201143145,n276011,Деревянный пол какого цвета?,dark brown,dark,query,The floor is dark brown.
201669504,n238266,Коричневое печенье справа от картинки?,yes,brown,verify,"Yes, the cookies are on the right of the image."
202119900,n500308,Какое устройство перед стеной?,refrigerator,television,query,The appliance is a refrigerator.
202119903,n500308,Перед стеной есть холодильник из дерева?,yes,yes,verify,"Yes, there is a refrigerator in front of the wall."
20340771,n513100,Как называется предмет мебели перед забором?,chair,chair,query,The piece of furniture is a chair.
20340770,n513100,Что перед забором?,chair,bush,query,The chair is in front of the fence.
20285405,n192021,"Насколько чисты стены, на которых находится окно?",clean,stained,query,The walls are clean.
20340772,n513100,Какая мебель перед забором?,chair,chair,query,The piece of furniture is a chair.
201593445,n524855,Какое животное стоит против травы?,cow,cow,query,The cow is standing against the grass.
201347404,n65202,Кто в шортах?,skateboarder,boy,query,The skateboarder is wearing shorts.
202100755,n280089,Кружки справа от пластиковой посуды?,yes,bowl,verify,"Yes, the mugs are to the right of the utensils."
201462472,n508641,С какой стороны фотографии находится кэтчер?,left,left,query,The catcher is on the left of the image.
201887286,n429961,Что в корзине?,broccoli,lettuce,query,The broccoli is in the basket.
20518589,n141939,Что это за раковина?,countertop,toilet,query,The sink is on the counter top.
201590142,n260762,Игрок справа от фрисби выглядит белым?,yes,white,verify,"Yes, the player is to the right of the frisbee."
20341130,n346247,"Вы видите забор перед деревом, который стоит перед школой?",no,no,verify,"No, there is a sculpture in front of the tree."
201795286,n119944,"Разве корзины, которые не пустые, выглядят красочно?",yes,yes,verify,"Yes, the baskets are colorful."
201832545,n432591,Есть ли какая-нибудь кровать или стол не темно-коричневого цвета?,no,no,logical,"No, there is a bed but it is dark brown."
202082102,n433692,Какое устройство находится слева от лампы?,laptop,computer monitor,query,The device is a laptop.
20645705,n98544,Обогреватель рядом с туалетом выглядит белым и большим?,no,heater,logical,"No, the heater is white but small."
201795846,n119944,"Похоже, что он сидит?",no,yes,verify,"No, the man is standing."
201143364,n276011,Что находится на столе?,flowers,flowers,query,The flowers are on top of the table.
20827171,n283587,"Тумбочка, которая не выглядит большой деревянной и длинной?",no,long,logical,"No, the side table is wooden but short."
201859351,n546884,Из чего сделана крышка?,plastic,plastic,query,The lid is made of plastic.
201595841,n302358,Человек возле травы сидит на скамейке?,yes,man,verify,"Yes, the man is sitting on a bench."
20923252,n480253,Что припарковано рядом с сараем?,ambulance,truck,query,The ambulance is parked alongside the barn.
202243438,n557666,Какой автомобиль металлический?,truck,car,query,The vehicle is a truck.
20923257,n480253,Скорая помощь слева от рабочих припаркована рядом с сараем?,yes,yes,verify,"Yes, the ambulance is parked alongside the barn."
20923256,n480253,Какая машина припаркована рядом с сараем?,ambulance,truck,query,The vehicle is an ambulance.
201976414,n279173,Флаги треугольные и красные?,no,triangular,logical,"No, the flags are triangular but white."
20600137,n196058,"Что находится под зебрами, рядом с которыми сидит камень?",grass,grass,query,The grass is beneath the zebras.
20600132,n196058,"Что находится под зеброй, которая не велика?",grass,dirt,query,The grass is beneath the zebra.
20632010,n570181,Бейсбольная рукавица яркая?,yes,orange,verify,"Yes, the baseball mitt is bright."
20306515,n554880,"Как называется устройство, которое держит в руках молодой человек рядом с подарком?",cell phone,camera,query,The device is a cell phone.
202228132,n77818,Какое устройство не освещено?,speaker,television,query,The device is a speaker.
20692296,n499081,Что лежит на мраморной стойке?,books,towel,query,The books are resting on the counter.
20692294,n499081,Книги слева или справа от деревянного шкафа?,left,left,choose,The books are to the left of the cabinet.
202262373,n28572,Кружка перед чашкой зеленая и маленькая?,no,flower,logical,"No, the mug is small but white."
20679393,n493357,На фотографии есть тюлени или кролики?,no,no,logical,"No, there are no seals or bunnies."
202243431,n557666,Что это за большой автомобиль?,truck,car,query,The vehicle is a truck.
201556497,n525901,Как называется не маленький предмет мебели?,shelf,desk,query,The piece of furniture is a shelf.
201556499,n525901,Какая мебель не маленькая?,shelf,desk,query,The furniture is a shelf.
20177492,n55058,Видишь какие-нибудь вилки?,no,no,verify,"No, there are no forks."
20711540,n549922,Какая игрушка мягкая?,stuffed bear,stuffed bear,query,The toy is a stuffed bear.
20711546,n549922,Что за красочная игрушка на картинке?,stuffed bear,stuffed bear,query,The toy is a stuffed bear.
201997192,n250715,Кресло выглядит большим?,yes,large,verify,"Yes, the chair is large."
20866524,n579256,Контейнер сделан из пластика светло-синего цвета?,no,white,logical,"No, the container is light but white."
20866526,n579256,Какой тон имеет контейнер из пластика?,light,light,query,The container has light tone.
20866521,n579256,"На какой стороне картинки пластиковый контейнер, справа или слева?",right,left,choose,The container is on the right of the image.
201510327,n541854,Какой это фрукт?,pear,fruit,query,The fruit is a pear.
201492240,n9856,Какая одежда не имеет длинных рукавов?,baseball mitt,hat,query,The clothing item is a baseball mitt.
20691652,n153293,"Какого цвета полотенца из ткани, черного или белого?",black,black,choose,The towels are black.
202144423,n37274,"Какого цвета шорты, которые носит мужчина?",brown,black,query,The shorts are brown.
20349798,n468864,Кто в рубашке?,woman,woman,query,The woman is wearing a shirt.
201663481,n35676,Есть новые посудомоечные машины?,yes,no,verify,"Yes, there is a new dishwasher."
20692079,n499081,Насколько большая раковина?,small,small,query,The sink is small.
201153290,n160664,Кто пялится на жирафа?,woman,man,query,The woman is staring at the giraffe.
201153292,n160664,На какое животное смотрит человек перед постом?,giraffe,giraffe,query,The woman is staring at the giraffe.
201153293,n160664,На какое животное уставилась женщина?,giraffe,giraffe,query,The woman is staring at the giraffe.
201153297,n160664,На какое животное смотрит женщина?,giraffe,giraffe,query,The woman is staring at the giraffe.
20645858,n98544,Какого цвета маленькая ванная комната?,white,white,query,The bathroom is white.
201535714,n272098,Какая одежда желтая?,coat,shirt,query,The clothing is a coat.
20652278,n400036,Что общего у футбольного мяча и рюкзака?,shape,color,compare,"The shape, both the soccer ball and the backpack are round."
201535713,n272098,Какая одежда желтая?,coat,shirt,query,The clothing is a coat.
201111170,n546616,Какого цвета стол?,brown,brown,query,The table is brown.
20891561,n347706,Парень в шортах?,yes,guy,verify,"Yes, the kid is wearing shorts."
20891560,n347706,Во что одет ребенок?,shorts,pants,query,The child is wearing shorts.
20503737,n324644,"Наклейка и белая, и прямоугольная?",no,sign,logical,"No, the sticker is rectangular but purple."
20503730,n324644,Какого цвета наклейка выглядит прямоугольной?,purple,red,query,The sticker is purple.
201974600,n274905,Какого цвета рубашка?,dark blue,blue,query,The shirt is dark blue.
201972712,n541482,Какого цвета небо?,blue,cloudy,query,The sky is blue.
20783517,n355339,"Вы видите какие-нибудь стулья, которые не красные?",no,no,verify,"No, there is a chair but it is red."
20797833,n16656,Человек перед чем?,tree,trees,query,The man is in front of the tree.
20797830,n16656,"Кто перед деревом, что перед небом?",man,woman,query,The man is in front of the tree.
20342305,n16425,"Похоже ли, что человек перед другим человеком сидит?",no,no,verify,"No, the person is walking."
20783519,n355339,"Какая мебель стоит перед людьми, которые сидят за столом?",chair,chair,query,The piece of furniture is a chair.
20797834,n16656,Что перед ним за человек?,tree,shoe,query,The man is in front of the tree.
2053782,n146555,Из чего сделан тротуар?,concrete,concrete,query,The sidewalk is made of concrete.
202106445,n574498,Есть зеленые сноуборды или ракетки?,yes,yes,logical,"Yes, there is a green racket."
201401744,n155555,Синее небо выглядит ярким и ясным?,no,yes,logical,"No, the sky is bright but cloudy."
20536241,n410476,Насколько тяжелый бизон?,heavy,heavy,query,The bison is heavy.
2053786,n146555,Бетонный тротуар выглядит шероховатым и вымощенным?,yes,concrete,logical,"Yes, the sidewalk is rough and paved."
20899760,n186491,Какое устройство слева от помидоров?,laptop,computer,query,The device is a laptop.
20899763,n186491,Слева от помидоров есть телефоны?,no,no,verify,"No, there is a laptop to the left of the tomatoes."
20536249,n410476,Что делает бизон?,looking down,bush,query,The bison is looking down.
20899769,n186491,Какое устройство находится на квадратном столе?,laptop,laptop,query,The device is a laptop.
20306372,n554880,Какое устройство держит женщина?,camera,camera,query,The woman is holding the camera.
20306370,n554880,"Что это за устройство, которое держит в руках молодая женщина?",camera,camera,query,The device is a camera.
20866380,n579256,Какого цвета пол?,gray,brown,query,The floor is gray.
201467402,n295771,Что общего между дверью и комнатой?,color,color,compare,"The color, both the door and the room are white."
20518336,n141939,"Какой тип прибора находится под раковиной, которая изображена на рисунке?",radiator,phone,query,The appliance is a radiator.
20518337,n141939,Какой прибор находится под раковиной?,radiator,phone,query,The appliance is a radiator.
20518334,n141939,Что под раковиной на прилавке?,radiator,mat,query,The radiator is under the sink.
20518335,n141939,Что под раковиной?,radiator,mat,query,The radiator is under the sink.
20518339,n141939,Вы видите какие-нибудь ящики под раковиной?,no,yes,verify,"No, there is a radiator under the sink."
20480525,n520071,Высокие книги выглядят красочными и толстыми?,no,yes,logical,"No, the books are colorful but thin."
202053173,n334278,Кто на этой фотографии смотрит?,umpire,umpire,query,The umpire is staring.
20183255,n151768,"Что это за женщина, которая не молодая, сидит сверху?",steps,umbrella,query,The woman is sitting on top of the steps.
20797661,n16656,Какое животное за ботинком?,cat,cat,query,The shoe is behind the cat.
201548930,n314171,Что держит комната?,picture,fireplace,query,The room is holding the picture.
20157379,n170941,Какая мебель деревянная?,table,table,query,The furniture is a table.
20257105,n441859,Жилет и рубашка одного цвета?,no,white,compare,"No, the life vest is black and the shirt is white."
20709846,n24526,В какой части находится открытый зонтик?,left,right,query,The umbrella is on the left of the image.
20754796,n566028,Скейтборд имеет коричневый цвет и большой размер?,no,no,logical,"No, the skateboard is brown but small."
202169340,n451187,"Скамейка перед женщиной, слева от которой мужчина?",yes,street light,verify,"Yes, the bench is in front of the woman."
20963807,n119886,Что под зеркалом?,faucet,toilet,query,The faucet is beneath the mirror.
2053569,n146555,Из пластика делают бутылку справа от коровы?,yes,yes,verify,"Yes, the bottle is made of plastic."
20941978,n137182,"Здание перед деревьями, которые не короткие?",yes,buildings,verify,"Yes, the building is in front of the trees."
20667405,n181355,"Какое устройство справа от человека, сидящего перед подушкой?",wii controller,controller,query,The device is a Wii controller.
202156967,n543966,"Какого цвета грязь, на которой слоны?",brown,gray,query,The dirt is brown.
20757114,n433532,"Думаешь, эта дама смотрит вниз?",yes,no,verify,"Yes, the lady is looking down."
20757119,n433532,Что эта дама делает?,looking down,cooking,query,The lady is looking down.
20394761,n369313,Что это за женщина?,dress,tie,query,The woman is wearing a dress.
20394760,n369313,Что это за счастливая женщина?,dress,cake,query,The woman is wearing a dress.
202053318,n334278,Спортивный человек перед третейским судьей - молодой и женский?,no,young,logical,"No, the batter is young but male."
202174529,n398429,Окно прямоугольное и белое?,yes,rectangular,logical,"Yes, the window is rectangular and white."
20403340,n249639,Какой формы большое зеркало?,square,round,query,The mirror is square.
20306592,n554880,Камера справа?,no,camera,verify,"No, the camera is on the left of the image."
20403344,n249639,Рядом с белой лампой есть зеркало?,yes,yes,verify,"Yes, there is a mirror near the lamp."
201887219,n429961,На какой стороне картины баклажан?,right,left,query,The eggplant is on the right of the image.
201902722,n435808,Монитор справа от другого монитора имеет какой цвет?,black,black,query,The monitor is black.
20492039,n335542,Какое животное ходит по земле?,birds,polar bear,query,The birds are walking on the ground.
201902726,n435808,Что сидит на столе?,monitor,keyboard,query,The monitor sits on top of the desk.
202100478,n386688,Небо выглядит ярко-синим?,no,gray,logical,"No, the sky is blue but dull."
20287967,n317260,"Сидят ли и зрители слева от кляра, и зрители справа от кляра?",yes,yes,logical,"Yes, both the spectators and the spectators are sitting."
20896252,n548534,Пластиковый контейнер с левой стороны картинки?,yes,plastic,verify,"Yes, the container is on the left of the image."
201510942,n575770,Чемодан справа от ковра имеет небольшой размер?,no,small,verify,"No, the suitcase is large."
201342263,n157375,Насколько большой самолет?,large,large,query,The plane is large.
20618704,n126087,"Какого цвета наручные часы, которые носит женщина?",pink,white,query,The wrist watch has pink color.
202231873,n232810,"Как ты думаешь, какого цвета деревянный пол?",dark brown,light brown,query,The floor is dark brown.
201536434,n538684,По какую сторону изображения находятся бейсболисты?,right,left,query,The baseball players are on the right of the image.
201975054,n274905,Есть цветная шляпа или шарф?,no,no,logical,"No, there is a hat but it is black and white."
201885430,n222297,Что он делает?,jumping,jumping,query,The man is jumping.
201654400,n6309,"На изображении есть и лошадь, и забор?",yes,no,logical,"Yes, there are both a horse and a fence."
201434287,n545516,"Есть и грузовики, и самолеты?",no,yes,logical,"No, there is an airplane but no trucks."
201770899,n310625,"Это что, чашка или бутылка?",bottle,bottle,choose,This is a bottle.
202100782,n280089,На чем сидят банки?,stove,shelf,query,The jars are sitting on top of the stove.
201068686,n159802,Во что одет азиат рядом с бутылкой с водой?,dress shirt,jacket,query,The man is wearing a dress shirt.
201068687,n159802,Во что он одет?,dress shirt,jacket,query,The man is wearing a dress shirt.
20717125,n67005,Какая мебель пушистая?,bed,bed,query,The furniture is a bed.
201556938,n525901,Из чего сделана ручка?,plastic,plastic,query,The pen is made of plastic.
201556939,n525901,Что находится на белой бумаге?,pen,pen,query,The pen is on top of the paper.
20756792,n433532,"Какого цвета волосы, серого или рыжего?",gray,blond,choose,The hair is gray.
201556937,n525901,Какой материал ручка?,plastic,leather,query,The pen is made of plastic.
202285527,n100991,Вы видите вафли слева от вилки?,yes,yes,verify,"Yes, there are waffles to the left of the fork."
201879573,n290409,Грузовик перед корзиной?,yes,truck,verify,"Yes, the truck is in front of the basket."
201795103,n119944,Какого цвета крупное животное?,dark brown,brown,query,The elephant is dark brown.
20248178,n49310,Свитер и рубашка в черном платье оба с длинными рукавами?,yes,couple,logical,"Yes, both the sweater and the dress shirt are long sleeved."
201156172,n146522,"Что составляет пиджак, ткань или кожа?",cloth,shirt,choose,The jacket is made of cloth.
20923001,n480253,"Машина слева или справа от автомобиля, припаркованного на улице?",right,left,choose,The car is to the right of the fire truck.
20245902,n489190,Кто носит коленную подушку?,skateboarder,boy,query,The skateboarder wears a knee pad.
20245900,n489190,Кто носит шлем?,skateboarder,boy,query,The skateboarder is wearing a helmet.
20245901,n489190,Кто носит шлем?,skateboarder,boy,query,The skateboarder is wearing a helmet.
20245906,n489190,Кто катается на скейте?,skateboarder,boy,query,The skateboarder is skating on the skateboard.
20245907,n489190,Кто носит коленную подушку?,skateboarder,boy,query,The skateboarder is wearing a knee pad.
20248177,n49310,Полосатый свитер выглядит с длинными рукавами и черным?,no,shirt,logical,"No, the sweater is long sleeved but white."
201795359,n119944,Толстая женщина справа от слона?,yes,thin,verify,"Yes, the woman is to the right of an elephant."
201735541,n240973,На какой мебели сидят полки?,desk,shelf,query,The shelves are sitting on top of the desk.
201735547,n240973,"Какая мебель выше газеты, которая выглядит красно-белой?",shelves,bookshelf,query,The pieces of furniture are shelves.
20492150,n335542,Длинный и белый ли медведь слева от другого медведя?,no,long,logical,"No, the bear is long but brown."
20119166,n540852,"Где на фотографии зонтик, сверху или снизу?",top,top,choose,The umbrella is in the top of the image.
